stepIdx	time_s	pureY	pureZ	zEnergyFrac	zEF_avg5	procRmsZ	stepFreqHz	rmsZdivFreq	stepVarH	dmag	recentStepVarYZ	varYZRatio	dmagRatio	zfRatio	freqRatio	energyFracZ	zPeakYRatio	stairConfidence	fsmLabel	armSpin	floorGT
116	70.818	-0.765123	3.3087	0.812186	0.610118	4.48873	1.9305	2.32516	4.83217	3.52548	7.84993	2.69324	1.58405	1.35811	1.16122	0.806265	0.0703275	0.362746	stair	0	down
117	71.395	0.915887	5.70591	0.861686	0.78087	4.3975	1.67785	2.62091	3.14685	2.92786	4.13253	1.41783	1.31553	1.53086	1.00924	0.858825	0.0572527	0.404774	stair	0	down
118	71.894	-1.08141	3.00698	0.735491	0.782578	4.45658	1.92678	2.31297	2.09281	3.35759	3.04408	1.0444	1.50862	1.35099	1.15898	0.904666	0.203259	0.391328	stair	0	down
119	72.451	-0.288941	2.07282	0.877658	0.797998	4.28947	1.7331	2.47502	3.11663	1.22502	4.00081	1.37264	0.550419	1.44565	1.04248	0.85484	0.149426	0.404907	stair	0	down
120	72.971	-0.307978	5.22599	0.944348	0.846274	4.45111	1.9305	2.30567	1.39846	3.15323	2.36083	0.80998	1.41679	1.34673	1.16122	0.934063	0.199868	0.390363	stair	0	down
121	73.509	-1.64511	7.60793	0.822209	0.848278	5.65501	2	2.8275	4.39482	2.73159	4.64878	1.59495	1.22734	1.65153	1.20302	0.87905	0.421208	0.455654	stair	0	down
122	74.028	-2.27359	2.95713	0.565339	0.789009	5.02477	1.92678	2.60785	2.68396	4.69307	4.62285	1.58606	2.10867	1.52323	1.15898	0.903752	0.271821	0.472548	stair	0	down
123	74.566	-0.441116	3.60652	0.891018	0.820114	4.35635	1.79533	2.42649	3.29057	1.94414	4.47578	1.5356	0.87353	1.4173	1.07991	0.851345	0.241978	0.458736	stair	0	down
124	75.066	-2.33921	3.20463	0.578052	0.760193	3.89903	1.85874	2.09768	1.60616	1.94017	3.77165	1.29402	0.871751	1.22524	1.11805	0.904418	0.251637	0.400362	stair	0	ground
125	75.623	-1.92018	1.03121	0.349398	0.641203	3.9432	1.85529	2.12538	3.50255	2.21345	5.11393	1.75454	0.994536	1.24142	1.11597	0.804268	0.132668	0.360627	stair	0	ground
126	76.68	-0.99116	0.737835	0.426742	0.56211	1.39121	0.981354	1.41765	1.54487	0.974241	1.96464	0.67405	0.437742	0.828038	0.590294	0.555508	0.166927	0.22748	stair	0	ground
127	77.239	0.326513	1.48382	0.819639	0.61297	2.17655	1.73611	1.25369	1.93596	1.51418	2.30298	0.79013	0.680346	0.732275	1.04429	0.709757	0.0984221	0.103679	stair	0	ground
128	77.834	-0.343044	0.806936	0.701695	0.575105	1.78732	1.67785	1.06524	1.98907	0.95209	1.79864	0.617095	0.427789	0.622201	1.00924	0.615036	0.109332	0	stair	0	ground
129	78.583	0.341186	3.6544	0.914609	0.642416	2.15801	1.79211	1.20417	1.37556	2.92851	1.9171	0.657739	1.31583	0.703347	1.07797	0.760981	0.0782429	0	stair	0	down
130	79.121	0.462829	1.3919	0.75046	0.722629	3.15535	1.40647	2.24345	1.03682	2.26576	1.4355	0.492507	1.01804	1.31039	0.846005	0.905228	0.02585	0	ground	0	down
131	79.679	1.65586	7.11305	0.811167	0.799514	3.68945	1.7331	2.12881	0.640076	5.84422	5.81641	1.81487	2.25866	1.21388	1.03807	0.955089	0.0818932	0	ground	0	down
132	80.237	-0.591699	1.09821	0.649864	0.765559	4.29204	1.79533	2.39067	1.15114	6.42104	6.25155	1.78131	2.16137	1.31542	1.0673	0.940939	0.215996	0.126036	ground	0	down
133	80.775	0.833137	4.40957	0.841086	0.793437	4.04498	1.85874	2.1762	0.883008	3.60489	5.35393	1.44937	1.18807	1.17423	1.09351	0.948594	0.199462	0.138084	ground	0	down
