dataset	stepIdx	gt	nSamples	trajAngle	aspectRatio	zRange	yRange	zDominance	netZ	netY	loopArea	rmsY	rmsZ
거칠게걸음	117	down	28	83.2459	5.9695	13.8469	3.9307	0.7789	0.2417	-2.1226	7.9842	1.3346	4.3946
거칠게걸음	118	down	27	86.0277	5.1415	15.2107	3.6025	0.8085	-3.1739	0.1207	1.5516	1.1687	4.6022
거칠게걸음	119	down	29	89.9209	6.0309	13.4862	2.6096	0.8379	5.4125	-0.0267	18.3701	1.0610	4.4548
거칠게걸음	120	down	29	87.3719	4.1729	13.5631	3.5289	0.7935	-2.5275	0.9363	25.4984	1.2880	4.2905
거칠게걸음	121	down	28	88.1311	6.4833	14.6036	2.8230	0.8380	1.8909	-1.4513	16.3780	0.8263	4.7329
거칠게걸음	122	down	28	88.7445	6.7626	16.4402	3.0159	0.8450	0.9010	1.5737	17.4506	0.9003	5.3986
거칠게걸음	123	down	27	88.8038	9.0461	17.1615	2.2852	0.8825	-2.3886	0.2959	0.2505	0.6992	5.1740
거칠게걸음	124	down	25	80.0896	5.3075	13.2981	3.9740	0.7699	-1.3759	-0.5309	22.5804	1.1684	4.4593
거칠게걸음	125	down	27	84.1370	5.9709	10.9469	3.1394	0.7771	-1.9002	-0.7659	7.2489	0.9740	3.2614
거칠게걸음	126	ground	28	67.9198	3.9732	8.5157	4.7271	0.6430	-2.1433	-0.5551	5.0189	1.2526	2.8141
거칠게걸음	127	ground	25	78.9343	2.1076	5.7333	3.0004	0.6565	-0.1547	1.3852	8.4298	1.2866	1.6332
거칠게걸음	128	ground	33	87.1224	2.9805	9.5025	2.7566	0.7751	1.8718	0.6783	7.0259	0.6830	2.0121
거칠게걸음	129	ground	25	79.8086	2.3056	8.0565	3.4743	0.6987	-2.0837	-0.6183	11.1198	1.4986	2.2497
거칠게걸음	130	ground	31	88.0569	3.6883	7.8792	1.7218	0.8207	1.1079	0.0948	1.0250	0.7051	1.9447
거칠게걸음	131	ground	32	83.3656	4.0723	7.1129	2.2457	0.7600	0.6435	0.1858	9.1634	0.5994	1.9416
거칠게걸음	132	down	35	82.4589	3.6470	7.7101	2.5657	0.7503	2.2147	0.8788	2.2715	0.6592	2.2209
거칠게걸음	133	down	28	82.1862	6.4087	12.2317	3.2520	0.7900	1.7176	-2.1476	9.4916	1.0290	4.1168
거칠게걸음	134	down	28	86.3687	4.7876	14.2161	3.4262	0.8058	-0.7385	1.5103	26.4083	1.3476	5.0063
거칠게걸음	135	down	27	87.1541	9.0138	14.9667	2.3262	0.8655	-1.0670	-1.4216	5.8961	0.7825	4.8807
거칠게걸음	136	down	29	86.9672	4.4080	14.1596	4.5211	0.7580	4.8373	2.5095	25.7981	1.4949	4.6650
거칠게걸음	137	down	26	85.5583	5.8611	16.8195	4.0361	0.8065	-1.8579	-0.2211	3.5927	1.0349	5.3672
거칠게걸음	138	down	29	85.4903	12.8745	16.6184	1.8863	0.8981	0.9943	-0.0197	3.2992	0.9142	5.4856
거칠게걸음	139	down	25	80.5167	7.4489	15.1512	3.2918	0.8215	-5.6548	0.0243	7.1930	1.1235	4.3533
거칠게걸음	140	down	28	89.0078	9.2312	14.6962	2.4922	0.8550	3.2417	-0.4176	10.9113	0.7957	5.0358
거칠게걸음	141	down	25	85.4144	8.6100	15.7022	2.9600	0.8414	1.5472	-0.3162	11.8341	0.8208	5.5976
거칠게걸음	142	down	26	88.8277	4.2143	14.8599	4.9384	0.7506	-2.4964	-1.0716	23.0898	1.1857	4.9519
거칠게걸음	143	down	25	86.0632	5.0411	11.8206	2.5439	0.8229	-2.7419	-0.4880	2.0044	1.2617	3.5165
거칠게걸음	144	ground	29	77.5166	3.3441	9.2140	3.6992	0.7135	0.8372	1.4834	9.2468	1.1287	2.9789
거칠게걸음	145	ground	26	81.3687	2.8553	9.8768	3.3069	0.7492	-0.0214	-0.7324	12.5223	0.9714	2.4259
거칠게걸음	146	ground	26	88.2190	3.8464	10.0142	3.2463	0.7552	-0.4515	1.0662	15.6573	1.1792	3.0374
거칠게걸음	147	ground	30	77.0099	4.6958	8.0404	2.3236	0.7758	-0.6875	-0.7715	9.0570	0.8451	2.0842
거칠게걸음	148	ground	25	85.7854	3.0686	11.9717	3.9042	0.7541	1.3317	-0.2790	0.6116	1.1807	3.1521
거칠게걸음	149	ground	35	80.1211	3.4740	6.3653	2.5333	0.7153	0.0089	0.2425	4.2299	0.6988	1.6206
거칠게걸음	150	ground	27	71.3392	2.1632	6.2199	3.9483	0.6117	-1.6181	-0.8088	5.3313	1.3663	2.0678
거칠게걸음	151	ground	32	80.6888	4.0538	9.1943	2.7079	0.7725	1.2690	0.6109	10.3489	0.6207	2.0888
거칠게걸음	152	ground	27	78.2348	2.4935	6.9153	3.1884	0.6844	-0.6165	-0.7061	0.7048	0.9090	2.0061
거칠게걸음	153	ground	32	84.5274	3.6589	9.0292	2.2719	0.7990	0.5079	1.2118	14.6028	0.6252	2.1523
거칠게걸음	154	ground	27	87.7248	2.3303	7.6644	2.8421	0.7295	-1.5962	-1.1879	2.5461	1.1221	2.2168
거칠게걸음	155	ground	31	89.1356	2.5434	6.3949	2.3104	0.7346	1.5526	0.7048	10.5309	0.6770	1.6714
거칠게걸음	156	ground	27	89.5841	3.6655	7.4113	2.0638	0.7822	-1.5004	0.0553	4.2654	0.5833	2.0493
거칠게걸음	157	ground	34	81.8177	2.6851	7.7532	3.0182	0.7198	2.2571	-0.7735	11.9621	0.8644	2.0441
거칠게걸음	158	ground	27	80.0936	2.8822	4.9179	2.7812	0.6388	-2.0755	2.4993	6.1785	0.6209	1.6046
