dataset	step	gt	start_pY	start_pZ	rangeY	rangeZ	aspect	zFrac	area	path_len	meanZ_offset	maxZ_offset	angle_deg	quadrant	n_samples
거칠게걸음	117	down	0.954945	5.34894	3.4321599999999997	15.21068	4.43180841458195	0.9606241167986638	1.5584468953880033	38.05561815439975	-5.406848296296296	3.0314299999999994	-106.40372312170214	1	27
거칠게걸음	118	down	0.786275	2.175	2.603772	13.48619	5.1794799316223035	0.9734129805344395	20.324566513021	35.30969146570823	-1.8561909310344826	5.71804	-90.39198894427209	1	29
거칠게걸음	119	down	0.83354	7.58746	3.52154	13.5631	3.8514672979811966	0.9458675908829594	27.417490354486	34.479157010258234	-7.317401551724138	0.0	-102.25628902617379	1	29
거칠게걸음	120	down	-0.250319	5.05991	2.862915	14.603580000000001	5.100946028454904	0.9753530256092356	11.780314743417	35.680521419904274	-4.979872785714286	2.5298799999999995	-82.84414728483469	2	28
거칠게걸음	121	down	1.49985	6.95086	3.2766599999999997	16.44019	5.017360660745802	0.9770732342907243	24.493619319599507	40.77823613612036	-6.7230729	3.52044	-105.57081756797832	1	28
거칠게걸음	122	down	-0.188479	7.85185	2.306189	17.16148	7.441485740550432	0.9872734404001399	1.6537909006254001	35.176125295155366	-7.328308777777778	3.12315	-85.34037996583201	2	27
거칠게걸음	123	down	-0.551979	5.46323	3.94542	13.29809	3.3705122976736828	0.93834535217605	20.5369076328805	32.2257857372609	-5.124856960000001	2.43584	-86.28560032997268	2	25
거칠게걸음	124	down	0.0697588	4.08737	2.953572	10.94689	3.7063211236018203	0.964724135857407	8.8822004134623	27.864265566148124	-3.898541185185185	2.6033800000000005	-78.67568199929212	1	27
거칠게걸음	125	down	-0.125265	2.18715	5.16805	8.515740000000001	1.6477662468888177	0.7374784245165212	1.3180415285940184	22.683670635825646	-1.1911954196964285	3.3628	-89.19458401525901	2	28
거칠게걸음	126	ground	1.00084	0.0438084	2.039725	5.73332	2.8108285132414843	0.9066200227753813	3.3642464393510996	21.36299826477924	-0.34119341599999997	2.5152516	-151.15783189480234	1	25
거칠게걸음	127	ground	-0.248824	-0.110886	4.35029	9.502510000000001	2.1843389327288683	0.7871134860462529	10.477149896804999	41.770128244413165	0.30021169696969696	6.403646	72.78834372679255	3	33
거칠게걸음	128	ground	0.712513	1.7609	3.7679329999999998	8.05654	2.1381850106716307	0.7978548901059134	16.600756592291688	26.08743455484182	-1.738482852	1.6994700000000003	-137.5687951024491	1	25
거칠게걸음	129	ground	-0.284022	-0.322807	3.0431	7.87918	2.589194377708791	0.887744501356959	2.500752956677839	24.340650566890677	0.2097494193548387	5.711667	32.05333564781485	3	31
거칠게걸음	130	ground	0.658231	0.785104	3.6370509999999996	7.1129	1.9556772902889483	0.8274162758307488	13.986594257104137	25.71192537587521	-0.843362453125	3.2126959999999998	-142.6144720273528	1	32
거칠게걸음	131	ground	0.280913	1.42856	2.5556	7.71012	3.016949829022605	0.9147843294570127	2.1376597642635007	29.47859671359271	-1.9897952571428572	2.64436	-96.64978319239013	1	35
거칠게걸음	132	down	1.31499	3.64325	3.46787	12.23174	3.527161189098441	0.9574705522705567	3.140565766920497	28.45004289254066	-3.758538392857143	3.1054399999999998	-116.63651122167967	1	28
거칠게걸음	133	down	-0.80287	5.36083	3.273912	14.216070000000002	4.3422259540800265	0.9606186599670605	27.5529163832155	32.52793964344619	-5.046911428571429	2.7791200000000007	-72.53162004584358	2	28
거칠게걸음	134	down	0.777987	4.62237	2.429107	14.966719999999999	6.161405750588281	0.9846876302992752	1.7064232304310007	29.69395592949108	-4.5839477037037035	3.9864599999999992	-105.6055573166725	1	27
거칠게걸음	135	down	-0.758671	3.55533	4.58238	14.15963	3.090015867296936	0.9501639687805982	31.148485011267496	38.56315788790939	-3.152778327586207	4.931980000000001	-60.43990964605787	2	29
거칠게걸음	136	down	2.13666	8.39261	4.40956	16.81955	3.814336619903886	0.9640929471343171	0.38174872835599816	35.211653360695585	-8.230117923076923	2.46349	-106.24714983854096	1	26
거칠게걸음	137	down	1.50839	6.53473	1.8536839999999999	16.61837	8.965045301655891	0.9877862196284772	2.63023429124776	37.408652605796775	-6.036329096551724	4.1709700000000005	-98.0435384199284	1	29
거칠게걸음	138	down	1.53263	7.52903	3.28422	15.151150000000001	4.613316217148602	0.9580218849685168	3.329672157929502	30.53895694533708	-7.438985199999999	1.6908000000000003	-106.17439645613327	1	25
거칠게걸음	139	down	1.20368	1.87419	2.167807	14.696190000000001	6.779285803908834	0.9853774687503708	13.981195462909502	36.83445799394991	-1.9545020357142857	6.0618	-110.54436029603954	1	28
거칠게걸음	140	down	1.0525	5.11593	2.8828199999999997	15.70223	5.446827950816232	0.9810089523722897	9.212311083996553	34.594594390364705	-4.768771399999999	3.469360000000001	-105.18809889206241	1	25
거칠게걸음	141	down	0.785351	6.66315	4.76718	14.859939999999998	3.117133584816687	0.9486661509964253	19.5108479142615	31.330112709401977	-6.329373692307692	1.8693899999999992	-96.49900511117852	1	26
거칠게걸음	142	down	-0.645072	4.16674	2.853904	11.82056	4.14188979661201	0.9546366546904074	2.0839139921610017	26.16738168502242	-3.81155712	3.6175100000000002	-98.22926829637193	2	25
거칠게걸음	143	down	-0.350088	1.4248	5.76874	9.21402	1.597232394382067	0.7776639138737338	6.028727208877502	27.878725611572857	-0.33645727586206897	4.59633	-19.796790936603376	2	29
거칠게걸음	144	ground	0.202908	2.26205	4.19077	9.8768	2.3567978302799175	0.8731811730023263	4.944530290288	31.668195285181866	-2.6677958076923076	3.34923	-99.81617676405769	1	26
거칠게걸음	145	ground	-0.101566	2.24068	3.061479	10.01415	3.271015979199603	0.9224690227368977	6.268862698660998	28.97512194197483	-1.856949769230769	4.3506599999999995	-63.319296781369296	2	26
거칠게걸음	146	ground	0.245387	1.78913	3.43619	8.04036	2.3399048539502023	0.8845110900712605	1.3801215540518998	25.872159343603894	-1.9560206333333334	1.9846399999999997	-81.9507676706851	1	30
거칠게걸음	147	ground	0.158002	1.10167	4.49055	11.9717	2.665975734380926	0.8906885537558912	3.7504572520169	35.44005502259573	-0.9818035239999999	4.95787	-63.853019355012535	1	25
거칠게걸음	148	ground	0.131046	2.43339	1.933405	6.365270000000001	3.292257291019062	0.9025016327917187	5.74475984101171	27.95861958511174	-2.3590424037142856	0.27583	-83.28644700178765	1	35
거칠게걸음	149	ground	-0.0700933	2.44233	6.09061	6.2199100000000005	1.0212292329948507	0.6436763530441895	2.1081293850250105	29.230241251469856	-2.413684451111111	0.87337	-78.2363903586404	2	27
거칠게걸음	150	ground	0.270065	0.824274	5.5997900000000005	9.1943	1.6419005637888984	0.6763798138131484	21.435083915508304	36.23675751812306	-0.8731142937499999	3.5564160000000005	-122.98519930890433	1	32
거칠게걸음	151	ground	-0.257145	2.09329	8.03934	6.91533	0.8601861769515687	0.5537883662592348	21.843139238940704	26.85373476063341	-2.0834910222222223	1.64345	-89.01646130872757	2	27
거칠게걸음	152	ground	0.575714	1.47683	5.624600000000001	9.02923	1.605310314456083	0.6410887235203695	14.777404748016147	33.9473568853945	-1.51732159375	3.1111400000000002	-118.61479546597495	1	32
거칠게걸음	153	ground	0.554574	1.98474	6.38645	7.664429999999999	1.2001078533288676	0.6490855845335952	18.535955421564996	25.09696195695218	-1.7187123333333334	2.6458999999999997	-114.91139320437014	1	27
거칠게걸음	154	ground	1.03867	0.388528	5.9988399999999995	6.39489	1.0660209197076569	0.5319919877921799	14.984507380867003	28.64899499484603	-0.6570422258064517	3.099132	-154.76441310090655	1	31
거칠게걸음	155	ground	-0.649215	1.94113	6.53848	7.41128	1.1334865085636863	0.5870512194542182	21.226541693502348	25.371818797735862	-1.6537517740740741	2.54559	-89.63013140376533	2	27
거칠게걸음	156	ground	0.335373	0.440747	5.23086	7.7532	1.4822034078137423	0.6446667856956021	20.30877914092575	37.50841342974461	-0.48586264705882354	3.714773	-147.3238769983345	1	34
거칠게걸음	157	ground	-0.870738	2.69781	5.553578999999999	4.91786	0.8855296943593143	0.5554672427003229	12.557113246649452	22.781756655378846	-2.4880995296296295	0.3129900000000001	-102.06342541975592	2	27
거칠게걸음	158	ground	0.223519	0.622314	2.55674	3.1901	1.2477212201001195	0.5625502849227212	7.364923296190507	27.317162607607532	-0.5843005226	1.284676	-109.59934259749171	1	50
