dataset	step	gt	start_pY	start_pZ	rangeY	rangeZ	aspect	zFrac	area	path_len	meanZ_offset	maxZ_offset	angle_deg	quadrant	n_samples
일반보행	145	down	1.01231	4.75574	2.54157	8.00933	3.1513304172891488	0.9368470640617753	7.710995893066501	16.787997029918806	-4.700732379310345	0.0	-107.10670045185722	1	29
일반보행	146	down	0.439021	2.12107	2.483215	9.65609	3.888542116352343	0.9759672526084678	5.32553333778	25.883259051294946	-2.1392784814814814	3.0580900000000004	-85.08039679583062	1	27
일반보행	147	down	-0.159772	5.17916	3.24282	10.92022	3.367506254585128	0.9419332874469242	6.8381500694578	27.302025565950725	-4.825578928571429	1.2483999999999993	-89.27832963827674	2	28
일반보행	148	down	0.584304	4.47817	4.1162399999999995	8.6981	2.1131172834632377	0.929605662779307	0.0001322400118000111	25.349713873230122	-4.336295817857144	0.44831999999999983	-88.68455946919224	1	28
일반보행	149	down	-2.07639	3.93036	3.2846	8.97971	2.733881527771562	0.8972116539560734	0.06527283964459932	29.59106660876883	-3.0155749259259257	2.83229	-61.58398667780967	2	27
일반보행	150	ground	-1.37564	2.67811	2.47702	7.25609	2.9293615193411764	0.9085386607381689	3.2954129032346025	21.85402186512518	-2.7746043461538465	1.4960300000000002	-57.13710957620132	2	26
일반보행	151	ground	0.0268256	2.73602	2.0569	6.6017	3.2095370657119613	0.8998160114820697	5.679507748572001	17.45681107317138	-2.6299112037037036	1.4090100000000003	-98.04145967675488	1	27
일반보행	152	ground	0.3618	0.709266	1.852539	7.0426400000000005	3.801612920638691	0.9089512191648004	2.548667949562699	24.576770360291246	-0.8213665517241379	2.683174	-133.39568966887074	1	29
일반보행	153	ground	-0.34554	0.477858	2.783446	7.880850000000001	2.8313274871050176	0.8557100314978083	4.040257713718561	22.521794595100182	-0.3948161724137931	4.894952	-153.6967172222845	2	29
일반보행	154	ground	-0.270198	0.986108	2.332231	8.19223	3.5126136679369804	0.9043817282785825	6.084239977154365	24.420813747405482	-1.0525887965517242	3.717982	-65.47200158436495	2	29
일반보행	155	ground	-0.658044	0.534627	3.95287	6.91422	1.7491640885827036	0.8015238918121279	8.2567872763718	26.572091807666308	-0.401295974074074	3.106613	-71.20028390751231	2	27
일반보행	156	ground	-0.136872	2.0881	4.42665	6.92415	1.564196047983001	0.7120856551082834	9.064635847458748	27.74415161280203	-2.119858784375	1.3497400000000002	-72.77649818740018	2	32
일반보행	157	ground	-0.447262	0.527728	4.9602699999999995	5.37826	1.0842673716819102	0.545306959952617	8.57340248265025	25.81648783280628	-0.47214617407407405	3.0479719999999997	-30.208937860039626	2	27
일반보행	158	ground	-1.42759	0.505796	6.57733	7.77952	1.182777634271409	0.553715368480261	15.846280507244801	41.12633770138389	-0.546921993939394	4.205994	-15.184900273050056	2	33
일반보행	159	ground	1.45774	1.64517	3.081696	5.43203	1.7626749158012613	0.8057745334096047	2.0869514258420008	17.478741697246576	-1.23257914	2.2432600000000003	-96.35190240127486	1	25
일반보행	160	ground	1.29316	0.622151	2.039275	3.3335	1.634648767503761	0.6315919288184488	0.5381039170685504	31.78788026813574	-0.6725703053488372	0.6819989999999999	-154.67057150253783	1	86
살살걸음	1	ground	-2.35456	1.2063	5.00622	4.67077	0.932993169898013	0.5238263970010152	4.598987957350051	22.615820124266765	-2.5351750107142856	0.07286000000000015	-72.35132896998743	2	28
살살걸음	2	ground	1.02192	-0.869371	3.7244	4.06752	1.0921272977856036	0.6434950526864054	6.882903262685534	45.14636277840889	-0.2650105920454545	2.034311	-163.49474899156766	4	88
살살걸음	3	ground	0.563412	-0.205916	4.42157	6.6676400000000005	1.5079798560285473	0.6113587124601296	12.605795306869393	26.666275970783325	-0.724912628125	3.705666	-150.89736564846115	4	32
살살걸음	4	ground	0.421652	1.41285	1.0293459999999999	5.75775	5.59359477416265	0.9768651941205742	0.19638424338014993	13.628481472813359	-2.022635192307692	1.74998	-104.65414956361485	1	26
살살걸음	5	ground	-0.414355	-0.491615	1.978653	7.2698599999999995	3.6741441404106023	0.9330284950279255	0.7050007495160749	25.242516725387407	-0.18502403225806452	4.391535	-128.24160168793105	3	31
살살걸음	6	ground	-0.473607	2.08494	1.4671150000000002	6.15771	4.19715278137516	0.9447481603741598	1.7119350290540496	20.981334818482033	-2.438778542307692	1.61733	-72.28955045652076	2	26
살살걸음	7	ground	0.198715	0.751277	1.105416	3.5707899999999997	3.230265139761737	0.9293098489839009	1.7146745709879	14.770851909715388	-1.363637551724138	0.6414630000000001	-104.11886360802197	1	29
살살걸음	8	ground	-0.199838	-0.170641	2.206286	3.97868	1.8033374624425562	0.7538644175029293	2.5234068314784004	15.088139655748355	-0.14202501	2.200761	-18.722948808894735	3	30
살살걸음	9	ground	0.223946	1.00316	1.751183	3.01768	1.7232226881926742	0.8202412202622663	1.00443073511715	13.132111920224585	-1.352012870967742	0.3516999999999999	-99.51224420192383	1	31
살살걸음	10	ground	-0.041523	0.693883	1.5598640000000001	4.22714	2.7099396422126274	0.8746877567896512	1.1951863604495503	13.41239774974599	-1.0655961111111112	1.510517	-76.85578490498447	2	27
살살걸음	11	ground	0.175392	0.42099	1.825837	5.03909	2.75987793002446	0.8888370966157766	0.76205938997335	15.809697782082164	-0.7304392843749999	1.9384	-114.75113407820574	1	32
살살걸음	12	ground	-0.206608	0.453218	1.5328869999999999	4.63533	3.0239195557666316	0.9162078584316491	0.4432694572064001	16.94575563030003	-0.5607175683333333	2.311572	-42.052772536716716	2	30
살살걸음	13	ground	0.144627	0.242379	1.1126260000000001	3.5387	3.180490856324716	0.9143236329214157	0.8705376494727599	10.867824779071903	-0.5413738038709678	1.3168609999999998	-114.45954558750724	1	31
살살걸음	14	ground	-0.397382	0.444738	1.589152	5.01865	3.1580659634409027	0.864349902705076	2.9875171426147995	15.145813947791876	-0.5391194827586206	2.486652	-40.65985069880159	2	29
살살걸음	15	ground	-0.308778	0.310077	1.676102	5.06141	3.0197487863216046	0.9171971099936648	0.8087650684622499	18.4561786871477	-0.4799385	2.177193	-83.94205878737343	2	33
살살걸음	16	ground	-0.39855	0.933273	2.155021	4.52879	2.10150522825289	0.8063966140868928	3.228347567260356	12.814506627835655	-1.045905225925926	1.7298669999999998	-54.412906012763536	2	27
살살걸음	17	ground	-0.076401	0.560125	1.307822	4.94115	3.778148877944493	0.9433018889178942	0.21455558535475028	13.639961167680493	-0.6754751999999999	2.511215	-100.41717358301352	2	31
살살걸음	18	ground	-0.400628	0.381143	2.157726	6.5748	3.047095392512584	0.8111290313158673	5.02230631323755	18.0537575048932	-0.2384674814814815	3.9235670000000002	-19.553386345984396	2	27
살살걸음	19	ground	-0.444312	0.239977	1.793738	4.5338899999999995	2.5276196815701724	0.8770981853486405	0.7568942491022499	17.616916378188208	-0.4064011212121212	2.187843	-52.55704579007927	2	33
살살걸음	20	ground	0.486679	2.00718	2.504373	6.49079	2.5917814192289166	0.8818813009021782	4.34798385933355	14.557608062605762	-2.021233273076923	2.2987599999999997	-96.23178442423865	1	26
살살걸음	21	ground	-0.179046	-0.0570011	1.4734440000000002	6.05892	4.112077478290672	0.9453852870210563	1.3356051183342497	19.054428280964995	-0.11243653548387098	3.7892810999999997	-146.14208335361764	3	31
살살걸음	22	ground	-0.0408867	1.46605	1.391489	5.782170000000001	4.155380203954036	0.9497031530779856	3.118233473701481	14.56584701829303	-1.3039878407407408	2.21043	-78.1744903611891	2	27
살살걸음	23	ground	-0.520841	0.456894	1.666131	5.0104	3.007204711271376	0.9312995160404517	0.07321631743937503	16.550956274845067	-0.651223669375	2.2018359999999997	-69.843369067193	2	32
살살걸음	24	ground	-0.0212833	1.30681	2.4448540000000003	5.28354	2.1610852177327486	0.7858563186660914	5.0880400422027	14.203647935351285	-1.166526	2.04626	-73.07186010566686	2	28
살살걸음	25	ground	-0.315639	0.970018	1.07651	4.06972	3.780472285002197	0.9556597560056769	1.293946214733545	14.342550150317608	-1.0494013766666668	1.171922	-83.4235761206109	2	30
살살걸음	26	ground	-0.0068714	1.27664	2.210395	6.13337	2.774783341989399	0.8578718692682336	5.1521852875575	16.20377283885444	-1.17153175	2.63898	-82.62563298137525	2	28
살살걸음	27	ground	-0.723375	0.303894	1.4628109999999999	4.64405	3.1747415252267555	0.9379768160510046	0.38114802808714987	14.7203504522236	-0.3821371875	2.586256	-37.780212458492834	2	32
살살걸음	28	ground	-0.00659475	2.26592	1.9186079999999999	5.8101	3.0282876813358017	0.8580277585545981	2.99201321597525	14.476001729364734	-2.090042615384615	1.2426300000000001	-85.35523829930858	2	26
살살걸음	29	ground	-0.559037	-0.119988	2.265853	5.3546	2.363170795647027	0.8637288118649546	1.3480620039474003	17.81943379339074	0.015641258064516134	3.580118	2.97939865720908	3	31
살살걸음	30	ground	0.12611	1.33147	2.453361	5.57676	2.2731093087770984	0.7922365508298803	5.126049866583499	16.390451485953726	-1.2393626928571428	2.5233	-78.80921730051575	1	28
살살걸음	31	ground	-0.289126	0.206146	1.4522629999999999	6.180820000000001	4.255989269168692	0.941445153082046	0.9510327536179993	17.227786600995618	-0.20979227741935486	4.109354	-56.96960207566915	2	31
살살걸음	32	ground	-0.16692	1.46871	2.034551	5.80247	2.8519644619552604	0.8189197703297527	4.817937574668499	14.80634264923461	-1.446535923076923	2.17753	-71.57456036641233	2	26
살살걸음	33	ground	-0.520571	0.431497	1.594347	5.2058	3.265159174784928	0.9362473926815602	0.12599604456636948	16.312245582971453	-0.5021411906250001	2.776973	-58.32340026641241	2	32
살살걸음	34	ground	0.0778783	1.42918	2.373828	4.94691	2.0839369642884975	0.7941979213417982	5.353740854061949	13.709286362030454	-1.2928903076923075	1.8682800000000002	-78.62022471354756	1	26
살살걸음	35	ground	-0.702628	0.204908	1.235214	4.18676	3.389498994102241	0.9245858060816556	0.6156758936650002	14.173957316170263	-0.31013638125	2.299922	-35.08047870891004	2	32
살살걸음	36	ground	0.114193	0.899551	2.002799	5.62615	2.8091422009187137	0.8961051201037278	4.031045592946801	14.080924330515755	-0.8234196785714285	2.7597690000000004	-75.84657584132447	1	28
살살걸음	37	ground	-0.515436	0.41731	1.492533	5.33405	3.5738214338835834	0.9418552029527213	1.5748235226237	15.482234489543433	-0.4304822258064516	2.66976	-61.269373609997054	2	31
살살걸음	38	ground	0.394843	1.23219	1.627165	5.24739	3.224864580503772	0.9184428937191149	1.4363748129994998	14.290087255912571	-1.1354818518518517	1.6050800000000003	-101.81099583399029	1	27
살살걸음	39	ground	-0.40953	0.399407	1.909803	5.53284	2.897072160284511	0.9244728915544566	0.33804840249978996	15.740540360855652	-0.44239490322580644	3.133683	-73.12335771535673	2	31
살살걸음	40	ground	-0.140486	1.18893	2.39378	5.36484	2.241157399110445	0.7627388385515065	5.5410576996688015	15.799617216911914	-1.0903648827586208	2.04839	-74.2416100555674	2	29
살살걸음	41	ground	-0.646287	0.745961	1.953098	5.98256	3.063111496140237	0.9365306606745574	2.2957345707545995	19.25959898094234	-0.6494519677419355	3.4329490000000003	-49.82886145917353	2	31
살살걸음	42	ground	0.947678	4.17891	1.967863	6.14847	3.1244384774557594	0.839453645672896	1.3308739675099994	15.263480843186873	-4.130028207407408	0.0	-102.6161043621338	1	27
살살걸음	43	ground	-0.524867	0.316395	2.078196	4.90949	2.362379504926626	0.8928449482755477	0.5184904149846501	15.667604430366401	-0.33684772903225807	2.670765	-46.21216185456945	2	31
살살걸음	44	ground	0.107952	1.4572	2.4214320000000003	4.9684	2.051842855036666	0.7877170244427109	5.685450421283501	13.41376907572381	-1.3807200714285714	1.7420799999999999	-83.01616861077055	1	28
살살걸음	45	ground	-0.707542	0.540257	1.357568	3.64171	2.682522950951296	0.8960393879153622	1.095135167135	11.946256992429383	-0.5475174838709678	1.393983	-46.44701961705741	2	31
살살걸음	46	ground	-0.30923	0.712938	2.059111	6.62524	3.2175228933637405	0.8483443474508277	5.4448804614352	17.047785596604758	-0.6179686206896552	3.2567720000000002	-48.50608241975833	2	29
살살걸음	47	ground	-0.257582	0.798825	1.688092	5.92521	3.510002114812395	0.9119954716522662	0.3934238142325	17.796301745194018	-0.9184400741935483	2.614075	-85.97242023554581	2	31
살살걸음	48	ground	0.60298	1.23608	1.791641	5.22072	2.9139303499248177	0.9023198442693683	2.9704778419120013	14.28686810465797	-1.109312525	2.11712	-102.74253012534945	1	28
살살걸음	49	ground	-0.294703	0.673517	1.651195	4.89375	2.9637608133740634	0.9370944456690021	1.2820765715562004	16.2988084555811	-0.6770433967741936	2.367103	-90.17475935710199	2	31
살살걸음	50	ground	-0.139303	1.48256	1.949855	6.59971	3.3847166149705417	0.8969206202057214	4.176260908587175	16.55720494831732	-1.4024215	2.9642	-79.99768325559785	2	28
살살걸음	51	ground	-0.642533	0.318934	2.2931600000000003	6.3547899999999995	2.771192253836516	0.9112925569756488	0.3326045714713498	20.416553907326453	-0.3801442580645161	3.745516	-36.26433901955051	2	31
살살걸음	52	ground	0.671142	1.46409	2.782263	5.536519999999999	1.989933377997199	0.7238989896151545	3.184520608083732	17.06526015490345	-1.250634547892857	2.0685700000000002	-113.49301296798399	1	28
살살걸음	53	ground	-0.695887	0.248695	1.829231	5.53635	3.0265980477052663	0.8927992998739346	0.18051178252162006	16.033369255599013	-0.2991749722580645	3.0352349999999997	-33.41839838963135	2	31
살살걸음	54	ground	-0.149533	1.03656	2.3504709999999998	6.09267	2.5921049048871887	0.8291829643090809	5.6735668793326	15.862585303241415	-0.9998655321428571	2.7109699999999997	-71.45178961735023	2	28
살살걸음	55	ground	-0.587166	0.558973	2.116827	5.3898399999999995	2.5461870307837953	0.8857655304226603	0.5680803453936	18.194143333971073	-0.5906788166666668	2.450287	-51.10867190748895	2	30
살살걸음	56	ground	0.194613	0.774163	2.59843	5.6201799999999995	2.16291292707022	0.8045566527492256	4.15284213251775	14.671868877939517	-0.6466484821428572	2.9305969999999997	-94.73894157323348	1	28
살살걸음	57	ground	-1.1253	0.686372	2.75055	4.92269	1.7897104980056722	0.8403947167508681	2.6682422161431005	17.79661010790553	-0.7338800303030303	2.219748	-38.633413640492996	2	33
살살걸음	58	ground	0.395071	1.38931	3.51592	6.53476	1.85861969026039	0.7794785435453598	4.876855863827	16.195534515866253	-1.2675118461538462	2.83847	-97.73956606597875	1	26
살살걸음	59	ground	-1.04697	0.700875	2.73755	5.357049999999999	1.9568767851265596	0.7695336677289084	3.2270924560315497	22.033597668448852	-0.725600703125	2.245745	-41.2490413914661	2	32
살살걸음	60	ground	-0.176081	1.19521	3.2600499999999997	5.18483	1.590413769600537	0.7666140461415605	5.414556585792999	13.68222672097409	-1.0702355862068966	2.2626099999999996	-76.64982076911842	2	29
살살걸음	61	ground	-0.615035	0.812856	3.16517	5.12734	1.6199251162101511	0.720042088366517	5.666662823051048	23.34461052371502	-0.8155202032258064	2.190514	-56.27886604032741	2	31
살살걸음	62	ground	0.626621	1.50783	3.19416	5.18742	1.6240321010744292	0.7344365514983958	1.3069916817836995	16.114865979651512	-1.4306628266666666	1.9782300000000002	-106.81294344564579	1	30
살살걸음	63	ground	-0.993973	0.521754	5.05507	5.18103	1.0249173552656332	0.5671066695919622	12.384785195253007	26.543779735236694	-0.56639115625	2.517286	-22.711570593674352	2	32
살살걸음	64	ground	-0.770465	0.250833	2.034032	5.38112	2.6455421323056214	0.904885038399939	1.9015931735606002	15.280509937094914	-0.19999405483870966	3.2821569999999998	-23.42698880495829	2	31
살살걸음	65	ground	-1.41792	0.401266	2.95622	6.0517199999999995	2.04711352770987	0.8010681695714875	8.386678101120296	19.952322328662486	-0.4731914545454545	3.3790739999999997	-18.971960185292737	2	33
살살걸음	66	ground	0.907174	2.16279	2.36841	6.1976700000000005	2.6168051068838984	0.8847400420400001	3.3144754183037	22.674752234242487	-1.9733527935483872	1.6210999999999998	-118.3902839010569	1	31
살살걸음	67	ground	0.581235	1.21083	4.00061	4.2453199999999995	1.0611679066022663	0.5616703176130632	4.304726185100703	24.292331090926112	-1.1073695852941177	1.7763399999999998	-104.89249913302291	1	34
살살걸음	68	up	-1.18675	0.914643	2.65117	6.58172	2.482570909232184	0.8646854506846845	5.3811836825837105	22.88755390733662	-0.5617465575757576	3.409687	-24.471133339052297	2	33
살살걸음	69	up	-0.144641	0.246004	2.54942	4.16252	1.6327315104096183	0.7064265118481616	2.8716689407193505	22.185616481067946	-0.4060054431818182	2.394306	-85.37047071044907	2	44
살살걸음	70	up	0.20589	0.75178	4.03307	5.5460899999999995	1.3751530781382224	0.7249729301935012	4.977374197701026	22.568957660995633	-0.8310931461538462	3.07693	-105.43003054737132	1	39
살살걸음	71	up	-0.191133	0.577175	3.7462	4.281000000000001	1.142757689723536	0.7335980631257744	5.663385064659701	19.794209763522893	-0.4993581926829268	2.223285	-59.17320749222285	2	41
살살걸음	72	up	0.502172	2.25205	3.6812419999999997	4.36182	1.1848769559629724	0.6188721539044275	3.4654120903669305	16.798900775604306	-2.2409913929411767	0.6488	-95.47672628891002	1	34
살살걸음	73	up	-0.425481	1.34806	3.556044	3.39564	0.9548923031064005	0.6662074703054033	2.1411526889384995	18.182621288465235	-1.315789405128205	0.76021	-64.87449953793387	2	39
살살걸음	74	up	-0.483738	0.821404	2.99024	3.9615	1.32480960564717	0.6786176647314183	5.87869997526875	16.899532170606825	-0.8863644411764706	1.7416660000000002	-56.98299599966395	2	34
살살걸음	75	up	-0.147214	0.508524	4.0838280000000005	6.21282	1.5213222688805037	0.7246262134143482	8.158290971063	23.186924273045967	-0.5198593333333333	3.8442659999999997	-47.58005135326401	2	36
살살걸음	76	up	0.230622	0.663917	3.7575200000000004	4.84967	1.2906567920711551	0.6460258562911143	7.073670578234842	20.42126442007003	-0.6905985631578947	2.360893	-122.36399916460557	1	38
살살걸음	77	up	-0.595907	0.0344515	3.299581	5.49062	1.6640350201934668	0.8136711662564229	5.536692541094452	19.771840986036203	-0.06834721621621623	3.1352485000000003	-4.053343882249262	2	37
살살걸음	78	up	0.315602	0.996126	3.46802	7.11708	2.05220210604261	0.848523148767803	10.364233768971951	22.05098997368629	-1.000954894736842	3.4592940000000003	-115.72689939222903	1	38
살살걸음	79	up	-0.980604	1.32979	3.3231400000000004	7.188899999999999	2.163284675552436	0.8001348176535885	7.860826346057349	29.223895331768237	-1.3811608136363636	2.9997299999999996	-59.056804190434285	2	44
살살걸음	80	ground	0.350593	1.82371	3.150585	3.8848900000000004	1.2330690227151395	0.7139030479851464	5.477819693150501	15.824945889688005	-1.752751429032258	0.46123000000000025	-82.70705699041575	1	31
살살걸음	81	ground	-0.0228126	0.963573	2.4702770000000003	3.65434	1.479323379797739	0.7383025213090698	2.1028596852577084	16.383800574537293	-0.9861931	0.858757	-59.483504150235746	2	34
살살걸음	82	ground	0.0471587	0.956895	2.523079	4.90874	1.945534822518509	0.6906431504299325	0.4970436487987001	17.116105391429926	-0.8056541906250001	2.810485	-59.411810072746626	1	32
살살걸음	83	ground	-0.215666	0.642094	2.512814	4.8169699999999995	1.9169616545587316	0.7682112672133168	4.750671473354249	18.94121499729134	-0.5602111187500001	2.763286	-116.25635275482946	2	32
살살걸음	84	ground	-0.467271	0.378815	3.1520360000000003	4.66012	1.4784471121373257	0.700087783989618	4.495484502937649	21.34320518404714	-0.2926493875	2.3780550000000003	-112.6721292054276	2	32
살살걸음	85	ground	0.557996	0.605125	2.8276860000000004	4.92907	1.74314554616547	0.7410293117168121	5.078700108822852	19.93313682696829	-0.4935014146341464	2.734625	-151.448513305981	1	41
살살걸음	86	up	0.357871	0.936558	3.06166	4.85124	1.5845124590867505	0.7675261213749698	6.637159706361099	20.13988745714253	-0.8830904594594594	1.8410119999999999	-121.67394595824238	1	37
살살걸음	87	up	0.354805	0.678792	2.398315	5.10891	2.1302071953820927	0.7657777296165533	4.15853497981	17.49612629494479	-0.6827211999999999	2.328708	-133.1270189493645	1	35
살살걸음	88	up	0.543528	0.572798	4.02102	4.33716	1.0786215739733764	0.6181954525133011	9.172138849816497	17.604999496787816	-0.6261260702702703	1.6669019999999999	-140.65258291055395	1	37
살살걸음	89	up	0.656044	0.933699	4.5978449999999995	4.39499	0.9558802099939842	0.623394725255935	3.1703121123602003	21.57490318315746	-0.9338829658536585	1.6649310000000002	-132.69815383596642	1	41
살살걸음	90	up	-0.690113	1.59229	5.634919999999999	5.48869	0.9740491481601962	0.6151682106330546	9.618919462097802	24.83590844542383	-1.489775	2.14093	-76.03445668132149	2	37
살살걸음	91	up	0.0916731	0.434463	3.6206609999999997	4.21766	1.1648864213229515	0.6325647012598108	2.6379272244758503	17.076278246850343	-0.4367432325	2.147817	-130.05392034530797	1	40
살살걸음	92	up	-0.611456	0.866175	3.2469799999999998	4.35672	1.3417756371226073	0.5448140509178007	2.423179792563528	28.206762013615172	-0.880158576097561	2.0530649999999997	-62.710306780240934	2	41
살살걸음	93	up	0.307386	0.47462	2.9324339999999998	4.83721	1.6495540395609791	0.7804760024976287	5.203917753621471	19.521880356328584	-0.5444697026315789	2.4658800000000003	-131.71547493229403	1	38
살살걸음	94	up	0.176234	0.887547	4.60252	6.12507	1.3308076160869227	0.6956466412310055	14.055271604301002	24.39093154399066	-0.882511175	2.542843	-110.17822810853269	1	40
살살걸음	95	up	0.213426	0.85767	3.4487499999999995	6.04647	1.7532347217876851	0.8056070654023495	5.051225608503704	22.90219790896311	-0.8744918486486487	2.5292	-122.9648908360626	1	37
살살걸음	96	up	0.374415	0.75508	4.58555	6.91319	1.5076029031189493	0.7190603794736727	14.770954148083781	26.582171396488658	-0.8103305511111111	3.21368	-114.41629667478335	1	45
살살걸음	97	ground	1.52112	0.51762	3.95252	5.64456	1.4280910841460426	0.6101613027712445	5.681851533301847	22.913220823291358	-0.48972841108108106	2.5514	-163.15085160194903	1	37
살살걸음	98	ground	-0.104045	1.21035	3.67485	5.93393	1.6147402983141357	0.7776620332485951	9.701398782765166	16.469599077010614	-1.1666362444444445	2.54902	-102.53751323607548	2	27
살살걸음	99	ground	0.849225	1.28204	4.72492	8.43934	1.7861335671009102	0.7177507571565414	3.8139500842760006	33.57078329841075	-1.318537575757576	3.8845799999999997	-125.4270264831087	1	33
살살걸음	100	ground	-0.440605	1.64847	4.62537	7.91891	1.7120594218280003	0.7704222983623975	11.830508920695848	21.532805270939832	-1.4000103111111113	3.62881	-84.54958333978414	2	27
살살걸음	101	ground	0.975386	0.576137	5.19576	6.05966	1.1662699650734512	0.581622196320028	3.9463654114899405	27.862693416230652	-0.692993909375	3.099313	-148.17491773819975	1	32
살살걸음	102	ground	-0.221967	1.93669	3.9219299999999997	6.69351	1.7066873435560188	0.7674306710990655	9.64962842258095	20.558282443814036	-1.7366943607142857	2.25147	-87.76917794169178	2	28
살살걸음	103	ground	0.901681	1.64391	5.5054300000000005	4.6403099999999995	0.8428604408991773	0.5020693664880272	6.867512433629251	26.604277389669104	-1.6814057272727272	0.4950700000000001	-131.8083305303459	1	33
살살걸음	104	ground	0.36935	0.588798	2.7929190000000004	6.5299	2.338018990876931	0.8593970682468319	3.780789913930147	20.663545521689638	-0.45239196551724137	3.770642	-153.56328167551123	1	29
살살걸음	105	ground	-0.582855	0.587939	2.6879	5.11868	1.9043409708914132	0.8130678269739272	1.5425827745318497	24.531630058738312	-0.5437554566666667	1.6189710000000002	-106.02853601350368	2	30
살살걸음	106	ground	-0.0773278	1.35536	5.49629	9.48359	1.7254526734483306	0.6948417750177681	17.162723432872358	32.495145519293395	-1.2201178599999998	3.5722899999999997	-53.617323316217735	2	30
살살걸음	107	ground	-0.330477	0.52443	3.8331500000000003	5.90578	1.5407115451491473	0.6550537104217297	3.4740133856336346	26.645583582727287	-0.5981422285714285	1.965	-45.86451775953824	2	35
살살걸음	108	ground	0.154499	0.973251	4.1752650000000004	6.11576	1.4647593710197144	0.6822914796969891	10.302943658044503	18.411844569091308	-0.8603498148148148	3.1319390000000005	-69.39381852207812	1	27
살살걸음	109	ground	-0.380739	0.400024	3.99787	5.11203	1.2786880817315016	0.63099245980536	10.2923261089615	26.131608746512665	-0.4146095212121212	2.1763459999999997	-28.77014385810435	2	33
살살걸음	110	ground	0.505616	1.80831	3.98242	6.72738	1.6892689145622726	0.8348700725979347	9.239428632238086	19.317875236459784	-1.664247151851852	2.75628	-94.70917308787054	1	27
살살걸음	111	ground	-0.708458	-0.0793223	3.6985	6.7617899999999995	1.8282514997292143	0.7183724031967592	11.160397318601799	25.687692609578704	-0.051208939393939376	4.4308023	-2.6972685000895513	3	33
살살걸음	112	ground	0.238688	0.790558	3.539509	8.21901	2.322075654539753	0.82392429571403	10.218332169234559	23.017755385674796	-0.6524796156249999	4.3636420000000005	-63.02427302147673	1	32
살살걸음	113	ground	-0.332547	0.585308	2.888089	3.5137	1.2166172106824926	0.6480185556580564	2.4184867892715616	21.536484750173795	-0.8183986115384616	1.2752119999999998	-39.92258437568423	2	39
살살걸음	114	ground	0.580641	1.32268	3.1861699999999997	5.63384	1.7682164579365014	0.8127431145032907	2.059652027419419	23.158560070825065	-1.2258802864864866	1.53571	-118.1006754163143	1	37
살살걸음	115	down	-0.0951766	0.548826	4.21028	5.6754999999999995	1.3480097884202977	0.7286562111989083	0.4296253567581793	27.975379112857535	-0.526699385	2.316644	-79.38232798074397	2	40
살살걸음	116	down	0.135444	1.22865	3.43361	5.90331	1.7192716356046158	0.8123152246137213	3.0434412041003	26.820287200632183	-1.3579807868421052	1.4976500000000001	-95.03960219241897	1	38
살살걸음	117	down	1.03489	2.43811	3.39841	7.79036	2.2923536911809665	0.9304501005048122	1.4554961907969488	22.991318703986337	-2.3203066764705884	1.9345100000000004	-111.70818190341835	1	34
살살걸음	118	down	-0.750521	0.599324	2.96382	7.08228	2.3895775082233373	0.8923333778573955	0.6106632725210508	26.590658523009044	-0.48898094285714283	3.1060559999999997	-28.945369184871403	2	35
살살걸음	119	down	0.968507	2.12338	2.97337	8.44207	2.839225242998603	0.9130037877762687	1.9562867908139983	25.576781414807865	-1.9881061612903226	2.6581099999999998	-108.7607610704877	1	31
살살걸음	120	down	-0.566216	0.477043	3.47192	5.1411	1.480765259347779	0.7845384311771197	0.96855256289495	24.449525906017058	-0.3932889131578947	2.3230969999999997	-34.59876252384409	2	38
살살걸음	121	down	0.110408	2.13395	3.1298	5.94571	1.8997086396227747	0.821463620556427	6.389354929105961	25.380847562386258	-2.0978187376470587	1.47709	-87.68969582238952	1	34
살살걸음	122	down	0.390841	0.759747	3.39683	5.78669	1.7035554609575807	0.7536901174970547	4.276844204690973	20.556624497924318	-0.695083857142857	2.830723	-120.94250217426901	1	35
살살걸음	123	down	-0.618151	0.984042	3.6114110000000004	5.16741	1.4308558536107205	0.7742840760440661	5.11753594856775	25.18744251815715	-0.8808400485714285	2.293978	-49.863609608007415	2	35
살살걸음	124	down	0.703533	3.27802	4.54617	6.2588799999999996	1.3767365987773006	0.6463032610863294	5.995595191481101	21.105454008378086	-3.1944595500000004	0.9278599999999995	-98.91820133352789	1	32
살살걸음	125	down	-0.212661	1.66888	3.53575	2.75737	0.7798541243430319	0.34736722999044206	2.495508054044299	19.441993430149783	-1.2024800972222223	0.0	-57.760313348469445	2	36
살살걸음	126	ground	0.404245	-0.0790403	3.059599	3.5266800000000003	1.1526604784939207	0.6864540941612498	6.145547315570309	18.58636523735535	0.039228174358974355	2.2624303	170.88502888003393	4	39
살살걸음	127	ground	0.143501	1.682	1.977145	5.69029	2.8780322748041876	0.7915116172740017	0.3549494254685995	20.909369426613015	-1.7786499242424243	1.96284	-83.86429812490887	1	33
살살걸음	128	ground	0.912083	0.853015	2.9931229999999998	6.12669	2.0469215441792588	0.8446819691032452	4.802131941941248	18.428488918048856	-0.7685752205882352	3.797415	-145.03440344206513	1	34
