time(s)	globalX	globalY	globalZ	quatX	quatY	quatZ	quatW	gyroAngle	pitch	floorLabel
42.947	-2.757707	1.006007	2.141387	0.110892	-0.025792	-0.616172	0.779340	341.719	-11.808	ground
42.966	-2.388399	1.329530	0.970969	0.111633	-0.019343	-0.600446	0.791598	339.446	-11.535	ground
42.986	-1.658313	1.595737	-0.420135	0.115312	-0.019578	-0.589928	0.798940	338.000	-11.967	ground
43.005	-0.857799	1.712511	-1.365246	0.118317	-0.019565	-0.578243	0.807003	336.386	-12.333	ground
43.024	-0.362219	1.694768	-1.692229	0.119586	-0.018674	-0.565680	0.815694	334.628	-12.487	ground
43.042	0.111203	1.158714	-1.205436	0.119007	-0.017263	-0.552714	0.824650	332.795	-12.437	ground
43.062	0.584009	0.524672	-0.181930	0.119007	-0.017263	-0.552714	0.824650	332.795	-12.437	ground
43.081	1.006962	0.379508	0.194488	0.117896	-0.015285	-0.540086	0.833171	331.021	-12.296	ground
43.100	1.186360	0.349433	0.248648	0.117305	-0.013830	-0.528538	0.840652	329.423	-12.230	ground
43.121	0.928976	0.172393	0.548246	0.114881	-0.013909	-0.510324	0.852161	326.886	-12.122	ground
43.158	0.214181	-0.084154	1.532517	0.114881	-0.013909	-0.510324	0.852161	326.886	-12.122	ground
43.160	-0.295901	-0.516859	2.374660	0.113219	-0.013391	-0.502647	0.856941	325.819	-11.976	ground
43.176	0.042147	-0.602208	2.035985	0.113786	-0.012213	-0.494541	0.861587	324.747	-12.014	ground
43.196	0.567500	-0.393419	1.162538	0.121750	-0.015415	-0.478558	0.869437	322.737	-13.089	ground
43.216	0.925328	-0.200916	0.693943	0.125703	-0.019630	-0.471347	0.872723	321.818	-13.763	ground
43.235	1.424542	0.103241	0.315275	0.127879	-0.023438	-0.464550	0.875951	320.923	-14.230	ground
43.254	1.776611	0.102415	0.209587	0.127879	-0.023438	-0.464550	0.875951	320.923	-14.230	ground
43.274	1.756912	-0.118726	1.044633	0.121367	-0.029613	-0.454004	0.882198	319.353	-13.947	ground
43.293	1.194432	-0.642598	2.737962	0.121367	-0.029613	-0.454004	0.882198	319.353	-13.947	ground
43.312	0.648768	-1.331434	3.879530	0.106507	-0.033450	-0.448468	0.886800	318.360	-12.645	ground
43.331	-0.136430	-2.154001	4.430342	0.106507	-0.033450	-0.448468	0.886800	318.360	-12.645	ground
43.350	-1.703212	-1.841697	4.211923	0.101927	-0.036301	-0.448206	0.887358	318.239	-12.324	ground
43.370	-3.177724	-1.164225	2.276266	0.103311	-0.040055	-0.448883	0.886694	318.314	-12.660	ground
43.389	-3.195733	-0.625039	-0.706349	0.126566	-0.050921	-0.444550	0.885304	317.980	-15.627	ground
43.408	-2.056263	-0.043664	-3.382732	0.142135	-0.057241	-0.439365	0.885144	317.488	-17.573	ground
43.427	-0.745473	0.422966	-5.010468	0.142135	-0.057241	-0.439365	0.885144	317.488	-17.573	ground
43.446	0.523534	0.476990	-5.201501	0.154189	-0.062569	-0.434044	0.885391	316.937	-19.108	ground
43.466	1.112189	0.172571	-4.335068	0.160295	-0.065292	-0.430109	0.886030	316.495	-19.890	ground
43.484	0.849202	-0.024344	-3.201106	0.160668	-0.063915	-0.428702	0.886744	316.335	-19.861	ground
43.504	0.055792	-0.280971	-2.185853	0.150617	-0.048781	-0.432858	0.887451	316.892	-18.033	ground
43.523	-0.720691	-0.411464	-1.255777	0.150617	-0.048781	-0.432858	0.887451	316.892	-18.033	ground
43.543	-1.730271	-0.112785	-0.619844	0.138317	-0.028726	-0.440570	0.886533	317.905	-15.697	ground
43.562	-2.443023	0.445247	-0.626325	0.138317	-0.028726	-0.440570	0.886533	317.905	-15.697	ground
43.581	-2.639280	1.169139	-1.064470	0.133525	-0.016104	-0.441384	0.887182	318.049	-14.545	ground
43.600	-1.898758	1.412254	-1.492855	0.133525	-0.016104	-0.441384	0.887182	318.049	-14.545	ground
43.620	-0.611673	1.023367	-1.230818	0.131923	-0.013880	-0.436919	0.889666	317.456	-14.292	ground
43.639	0.511046	0.515039	-0.620960	0.129571	-0.013272	-0.430225	0.893276	316.545	-14.058	ground
43.658	1.354791	0.433278	-0.313372	0.125173	-0.013338	-0.415670	0.900762	314.582	-13.685	ground
43.677	1.875389	0.583351	0.160791	0.125173	-0.013338	-0.415670	0.900762	314.582	-13.685	ground
43.696	2.021359	0.628596	0.748513	0.123313	-0.014038	-0.409720	0.903729	313.778	-13.555	ground
43.715	1.786934	0.632238	1.361215	0.121548	-0.015081	-0.404978	0.906086	313.130	-13.443	ground
43.748	1.511675	0.411955	2.162921	0.119724	-0.015710	-0.401087	0.908047	312.598	-13.299	ground
43.755	1.567388	0.266914	3.018833	0.118559	-0.013802	-0.393929	0.911358	311.686	-13.119	ground
43.773	1.503859	0.144229	3.073131	0.121432	-0.011602	-0.391060	0.912246	311.387	-13.334	ground
43.792	0.877603	0.426677	2.123826	0.121432	-0.011602	-0.391060	0.912246	311.387	-13.334	ground
43.812	0.100178	0.873371	1.388744	0.125882	-0.009914	-0.389040	0.912526	311.220	-13.736	ground
43.831	-0.390620	1.055171	1.016902	0.132027	-0.010684	-0.385506	0.913148	310.865	-14.440	ground
43.850	-0.737330	0.659136	1.372455	0.132027	-0.010684	-0.385506	0.913148	310.865	-14.440	ground
43.870	-1.018620	0.061868	2.211734	0.130359	-0.011351	-0.383298	0.914309	310.549	-14.305	ground
43.891	-1.061175	-0.708776	3.057346	0.119498	-0.010770	-0.376903	0.918449	309.572	-13.157	ground
43.907	-1.500786	-1.431690	3.404853	0.119498	-0.010770	-0.376903	0.918449	309.572	-13.157	ground
43.927	-2.559430	-1.272505	2.824504	0.115522	-0.010942	-0.373338	0.920410	309.063	-12.758	ground
43.946	-3.144634	-0.477164	0.953508	0.117176	-0.011608	-0.368609	0.922097	308.485	-12.982	ground
43.965	-3.016083	0.538822	-1.750147	0.126317	-0.012882	-0.361484	0.923692	307.709	-14.044	ground
43.985	-2.147515	1.746463	-4.436624	0.155211	-0.016674	-0.340691	0.927125	305.514	-17.407	ground
44.003	-1.277733	2.864110	-5.907884	0.155211	-0.016674	-0.340691	0.927125	305.514	-17.407	ground
44.023	-0.743119	3.134577	-5.523113	0.164435	-0.019388	-0.329841	0.929403	304.267	-18.569	ground
44.042	-0.733121	2.102750	-4.069708	0.165955	-0.021800	-0.320184	0.932452	303.035	-18.872	ground
44.061	-1.032279	0.958595	-2.400777	0.160658	-0.022506	-0.311697	0.936230	301.866	-18.352	ground
44.081	-1.235441	-0.102531	-0.893097	0.140155	-0.017885	-0.297226	0.944295	299.830	-15.982	ground
44.100	-1.418599	-0.736202	0.469910	0.140155	-0.017885	-0.297226	0.944295	299.830	-15.982	ground
44.120	-2.040033	-0.884727	0.780963	0.130113	-0.013158	-0.290906	0.947772	298.987	-14.732	ground
44.138	-2.474415	-0.648642	0.290474	0.123237	-0.008187	-0.284476	0.950694	298.179	-13.826	ground
44.158	-2.298346	-0.320258	-0.419802	0.118510	-0.003230	-0.268105	0.956067	296.192	-13.199	ground
44.177	-1.746848	-0.058760	-0.791618	0.117750	-0.001936	-0.257825	0.958988	294.953	-13.111	ground
44.196	-1.007663	0.132317	-0.823959	0.117750	-0.001936	-0.257825	0.958988	294.953	-13.111	ground
44.215	-0.449455	0.327359	-0.613552	0.115700	0.002216	-0.235388	0.964988	292.277	-12.841	ground
44.234	0.127057	0.430600	-0.336604	0.115700	0.002216	-0.235388	0.964988	292.277	-12.841	ground
44.253	0.718757	0.577064	-0.373649	0.115441	0.004477	-0.214521	0.969863	289.801	-12.827	ground
44.274	1.207696	0.733629	-0.476883	0.115186	0.004594	-0.206524	0.971627	288.844	-12.823	ground
44.292	1.179238	0.638398	-0.169819	0.115186	0.004594	-0.206524	0.971627	288.844	-12.823	ground
44.311	0.784162	0.277837	0.674000	0.113289	0.005104	-0.200479	0.973112	288.113	-12.617	ground
44.342	0.444306	0.059138	1.336574	0.110596	0.006269	-0.195620	0.974403	287.526	-12.303	ground
44.352	0.345349	-0.059917	1.335927	0.108981	0.007461	-0.191253	0.975443	287.007	-12.108	ground
44.370	0.621308	0.013088	1.175514	0.111112	0.004424	-0.183032	0.976798	286.013	-12.442	ground
44.388	1.148414	0.533580	1.079300	0.113359	0.000702	-0.179672	0.977173	285.586	-12.785	ground
44.407	1.647816	1.326310	0.723761	0.113359	0.000702	-0.179672	0.977173	285.586	-12.785	ground
44.427	1.926744	1.586612	1.060085	0.109947	-0.010218	-0.179163	0.977603	285.368	-12.629	ground
44.446	1.736016	0.694662	2.529263	0.102342	-0.018657	-0.183061	0.977582	285.690	-11.942	ground
44.465	1.645476	-1.192022	3.779570	0.102342	-0.018657	-0.183061	0.977582	285.690	-11.942	ground
44.484	1.037678	-3.262049	5.111131	0.092854	-0.028843	-0.189103	0.977132	286.257	-11.091	ground
44.504	-0.649973	-4.129534	6.728468	0.083115	-0.037530	-0.196362	0.976281	287.005	-10.197	ground
44.523	-2.666560	-3.813363	5.615842	0.083251	-0.036051	-0.205730	0.974395	288.128	-10.199	ground
44.542	-3.256790	-3.037006	1.452328	0.083251	-0.036051	-0.205730	0.974395	288.128	-10.199	ground
44.561	-2.745537	-1.893672	-2.840090	0.119873	-0.029986	-0.199471	0.972082	287.586	-14.183	ground
44.581	-1.357745	-0.249230	-5.264367	0.138648	-0.034299	-0.194054	0.970538	286.975	-16.406	ground
44.600	0.076123	0.720045	-5.515440	0.138648	-0.034299	-0.194054	0.970538	286.975	-16.406	ground
44.620	1.268824	0.719030	-4.576184	0.150796	-0.040857	-0.189912	0.969291	286.434	-17.930	ground
44.639	1.631545	0.240570	-3.183887	0.151929	-0.042775	-0.188607	0.969286	286.248	-18.099	ground
44.658	1.246735	-0.029391	-1.972698	0.145396	-0.036284	-0.191870	0.969912	286.719	-17.215	ground
44.677	0.340726	-0.375235	-1.080156	0.138113	-0.027366	-0.196977	0.970245	287.434	-16.188	ground
44.696	-0.619632	-0.514818	-0.814730	0.138113	-0.027366	-0.196977	0.970245	287.434	-16.188	ground
44.715	-1.330431	-0.101711	-1.157200	0.132721	-0.018025	-0.202461	0.970087	288.199	-15.355	ground
44.734	-1.647661	0.756795	-1.834428	0.130183	-0.003294	-0.210649	0.968849	289.374	-14.693	ground
44.754	-1.564340	1.601972	-2.364140	0.129752	0.001748	-0.212099	0.968594	289.615	-14.514	ground
44.773	-1.244757	2.088418	-2.347207	0.129752	0.001748	-0.212099	0.968594	289.615	-14.514	ground
44.792	-0.861909	1.938102	-1.551635	0.127360	0.005185	-0.211577	0.969014	289.575	-14.160	ground
44.811	-0.340865	1.340844	-0.738122	0.123025	0.007050	-0.209249	0.970067	289.276	-13.635	ground
44.831	0.322612	0.914693	0.010562	0.112021	0.007798	-0.200464	0.973244	288.132	-12.411	ground
44.850	1.017433	0.808926	0.952897	0.107139	0.007033	-0.195953	0.974717	287.545	-11.894	ground
44.869	1.345504	0.831500	1.955880	0.107139	0.007033	-0.195953	0.974717	287.545	-11.894	ground
44.889	0.884017	0.899027	2.278491	0.104885	0.004828	-0.193032	0.975559	287.155	-11.700	ground
44.926	0.362705	0.976008	1.835176	0.105848	0.001620	-0.191550	0.975757	286.951	-11.885	ground
44.928	0.300287	0.978328	1.044912	0.108823	-0.001179	-0.190259	0.975683	286.787	-12.287	ground
44.946	0.478337	0.894022	0.466645	0.111421	-0.002551	-0.186768	0.976062	286.374	-12.619	ground
44.965	1.083447	0.764699	0.312180	0.107249	-0.002452	-0.185716	0.976730	286.221	-12.147	ground
44.984	1.223730	-0.189203	1.472888	0.107249	-0.002452	-0.185716	0.976730	286.221	-12.147	ground
45.003	0.562471	-0.640145	3.326271	0.088282	-0.006073	-0.188112	0.978153	286.352	-10.078	ground
45.022	0.189219	-0.984347	3.924019	0.088282	-0.006073	-0.188112	0.978153	286.352	-10.078	ground
45.043	0.119945	-1.128365	3.694440	0.070309	-0.014283	-0.190239	0.979113	286.457	-8.228	ground
45.061	-0.388807	-1.411616	4.903588	0.070309	-0.014283	-0.190239	0.979113	286.457	-8.228	ground
45.081	-1.673590	-1.775663	6.152685	0.064951	-0.018260	-0.191302	0.979210	286.537	-7.712	ground
45.100	-3.213587	-2.097492	3.611143	0.064951	-0.018260	-0.191302	0.979210	286.537	-7.712	ground
45.120	-3.819408	-1.782278	-0.595416	0.095721	-0.010991	-0.181113	0.978731	285.513	-11.032	ground
