time(s)	globalX	globalY	globalZ	quatX	quatY	quatZ	quatW	gyroAngle	pitch	floorLabel
20.533	-0.638297	0.479300	-2.092676	0.068821	-0.006042	-0.071112	0.995073	272.638	-7.922	up
20.552	-1.023946	-0.130184	-1.876919	0.068821	-0.006042	-0.071112	0.995073	272.638	-7.922	up
20.571	-1.344315	-0.657259	-1.639309	0.069774	-0.005976	-0.070800	0.995029	272.603	-8.030	up
20.590	-1.123552	-0.604242	-1.502662	0.069472	-0.004589	-0.069509	0.995149	272.464	-7.985	up
20.610	-0.818151	-0.313901	-1.866183	0.069254	0.004024	-0.062349	0.995641	271.704	-7.898	up
20.630	-0.560771	-0.005083	-2.635314	0.069254	0.004024	-0.062349	0.995641	271.704	-7.898	up
20.647	-0.373508	0.319928	-2.948411	0.070048	0.009443	-0.057721	0.995827	271.214	-7.956	up
20.667	-0.226291	0.454109	-3.108326	0.070868	0.013992	-0.053141	0.995971	270.723	-8.029	up
20.686	-0.052802	0.539747	-3.066421	0.071387	0.017223	-0.048722	0.996109	270.240	-8.079	up
20.705	0.123855	0.640248	-2.674547	0.071431	0.019039	-0.044360	0.996277	269.751	-8.085	up
20.725	0.167016	0.674306	-2.199714	0.070030	0.022242	-0.035832	0.996653	268.787	-7.932	up
20.743	0.042057	0.942745	-2.360384	0.070030	0.022242	-0.035832	0.996653	268.787	-7.932	up
20.764	-0.068486	1.324039	-2.430350	0.068878	0.023797	-0.031828	0.996833	268.333	-7.805	up
20.782	0.076989	1.443524	-2.052999	0.064059	0.019648	-0.026433	0.997402	267.664	-7.282	up
20.801	0.328826	1.222962	-1.306502	0.064059	0.019648	-0.026433	0.997402	267.664	-7.282	up
20.821	0.663218	1.051899	-0.586972	0.052426	0.007662	-0.024705	0.998290	267.360	-5.987	up
20.840	0.944979	0.843737	0.857985	0.052426	0.007662	-0.024705	0.998290	267.360	-5.987	up
20.860	0.990914	0.580357	2.076043	0.043297	0.000422	-0.025319	0.998741	267.383	-4.960	up
20.894	1.180757	0.312215	3.091554	0.033056	-0.007996	-0.027318	0.999048	267.577	-3.812	up
20.897	1.422864	0.211940	4.281929	0.022033	-0.017863	-0.031149	0.999112	267.998	-2.587	up
20.917	1.115607	-0.120471	5.177703	-0.005709	-0.033770	-0.044804	0.998409	269.626	0.480	up
20.936	0.758710	-0.912799	6.718490	-0.005709	-0.033770	-0.044804	0.998409	269.626	0.480	up
20.955	0.713914	-1.382474	7.481921	-0.022580	-0.037717	-0.051663	0.997697	270.491	2.359	up
20.975	0.663872	-1.330489	7.613677	-0.038274	-0.039397	-0.057043	0.996860	271.193	4.118	up
20.993	0.282248	-1.226920	7.360575	-0.049559	-0.040825	-0.061263	0.996054	271.747	5.378	up
21.013	-0.173503	-1.470970	6.557778	-0.053529	-0.043594	-0.064507	0.995527	272.160	5.794	up
21.032	-0.226981	-1.936373	4.097455	-0.047795	-0.046681	-0.066700	0.995534	272.393	5.102	up
21.051	-0.184528	-2.096644	1.020286	-0.033048	-0.048700	-0.067837	0.995959	272.437	3.395	up
21.070	-0.017237	-1.678314	-1.518234	-0.013631	-0.049170	-0.067953	0.996383	272.333	1.173	up
21.090	0.336924	-0.811818	-3.006690	0.005757	-0.048718	-0.067013	0.996545	272.116	-1.032	up
21.110	1.013523	-0.147302	-3.516720	0.021852	-0.047896	-0.065527	0.996461	271.863	-2.856	up
21.130	1.694662	0.143229	-3.416808	0.033724	-0.046424	-0.064617	0.996259	271.707	-4.197	up
21.148	1.732562	0.007313	-3.230529	0.042121	-0.043628	-0.065901	0.995982	271.832	-5.144	up
21.167	0.947493	-0.315800	-3.711962	0.048313	-0.038546	-0.069882	0.995639	272.295	-5.831	up
21.186	-0.058383	-0.325931	-4.437835	0.053629	-0.031311	-0.075167	0.995235	272.935	-6.399	up
21.205	-0.768412	-0.059311	-5.123173	0.058983	-0.023748	-0.080040	0.994762	273.539	-6.958	up
21.225	-1.006469	0.424963	-5.543105	0.070460	-0.014468	-0.084008	0.993865	274.064	-8.192	up
21.244	-0.588796	0.895939	-5.847841	0.075198	-0.013975	-0.083078	0.993604	273.963	-8.729	up
21.263	0.113633	1.497893	-5.864284	0.075198	-0.013975	-0.083078	0.993604	273.963	-8.729	up
21.282	0.607909	2.093712	-5.502005	0.077640	-0.015681	-0.081889	0.993489	273.811	-9.023	up
21.301	0.822177	2.122680	-4.984293	0.076920	-0.018192	-0.081974	0.993495	273.798	-8.964	up
21.320	0.774604	1.838073	-3.816167	0.072567	-0.020286	-0.084115	0.993603	274.028	-8.489	up
21.340	0.494117	1.376399	-2.709409	0.064479	-0.020510	-0.088461	0.993779	274.532	-7.573	up
21.360	0.234547	1.180656	-2.186303	0.039361	-0.015374	-0.101276	0.993961	276.054	-4.667	up
21.379	-0.218554	1.215571	-1.381061	0.039361	-0.015374	-0.101276	0.993961	276.054	-4.667	up
21.397	-0.557153	0.810198	0.456432	0.022475	-0.014396	-0.108923	0.993692	276.950	-2.740	up
21.417	-0.790555	0.390730	2.716354	-0.014386	-0.022187	-0.122542	0.992111	278.585	1.324	up
21.450	-1.010547	0.113618	4.482597	-0.029897	-0.028921	-0.126720	0.991066	279.141	2.977	up
21.457	-1.183179	0.150224	5.683319	-0.029897	-0.028921	-0.126720	0.991066	279.141	2.977	up
21.474	-1.210320	1.078651	7.035328	-0.042703	-0.035470	-0.128090	0.990208	279.389	4.329	up
21.494	-0.182803	1.369149	8.484614	-0.058357	-0.047272	-0.124320	0.989396	279.120	5.954	up
21.513	1.111913	0.081320	8.395362	-0.058357	-0.047272	-0.124320	0.989396	279.120	5.954	up
21.532	1.064230	-1.471003	6.904668	-0.059578	-0.050836	-0.124261	0.989154	279.144	6.040	up
21.552	-0.014029	-1.990895	6.809577	-0.059364	-0.054584	-0.127193	0.988594	279.503	5.940	up
21.570	-1.662672	-1.772137	7.354184	-0.058819	-0.059829	-0.130845	0.987846	279.951	5.771	up
21.589	-2.381589	-1.371305	5.979147	-0.054070	-0.061742	-0.131741	0.987881	280.021	5.196	up
21.610	-1.727186	-1.386649	3.049758	-0.041700	-0.057098	-0.127729	0.989286	279.427	3.894	up
21.629	-0.893854	-1.710743	-0.100994	-0.022406	-0.047055	-0.119882	0.991419	278.355	1.899	up
21.648	-0.270864	-1.253468	-2.567920	0.021881	-0.024536	-0.099390	0.994505	275.824	-2.774	up
21.667	0.237662	-0.771473	-3.911411	0.021881	-0.024536	-0.099390	0.994505	275.824	-2.774	up
21.686	0.353981	-0.160002	-4.542592	0.057639	-0.012026	-0.082221	0.994873	273.871	-6.700	up
21.705	0.237350	-0.036962	-4.734914	0.057639	-0.012026	-0.082221	0.994873	273.871	-6.700	up
21.724	0.255301	0.233228	-4.844415	0.071007	-0.008015	-0.076333	0.994518	273.228	-8.190	up
21.743	0.309087	0.483740	-5.015767	0.081741	-0.003898	-0.071652	0.994067	272.736	-9.385	up
21.763	-0.150769	0.639822	-5.470030	0.089684	0.001136	-0.068187	0.993633	272.398	-10.257	up
21.783	-0.876500	0.780310	-5.718422	0.094361	0.007101	-0.065502	0.993355	272.162	-10.751	up
21.802	-1.370205	0.695772	-5.652733	0.094163	0.017043	-0.058259	0.993705	271.426	-10.670	up
21.821	-1.189209	0.601161	-5.233234	0.090719	0.018962	-0.052446	0.994314	270.757	-10.278	up
21.839	-0.405985	0.723467	-3.735281	0.090719	0.018962	-0.052446	0.994314	270.757	-10.278	up
21.860	0.264064	0.652296	-2.368235	0.086164	0.019053	-0.046107	0.995031	270.005	-9.771	up
21.880	0.672945	0.842473	-1.674363	0.079167	0.018827	-0.035964	0.996035	268.804	-8.995	up
21.898	0.850932	1.224840	-0.945793	0.076836	0.019655	-0.034038	0.996269	268.581	-8.729	up
21.917	0.632047	0.993723	-0.247705	0.076836	0.019655	-0.034038	0.996269	268.581	-8.729	up
21.936	-0.009918	0.504984	-0.201921	0.070379	0.025049	-0.035058	0.996589	268.722	-7.962	up
21.955	-0.549962	0.569327	-0.182193	0.070379	0.025049	-0.035058	0.996589	268.722	-7.962	up
21.974	-0.411949	0.873744	0.150013	0.065473	0.026760	-0.035765	0.996854	268.798	-7.390	up
22.006	0.069870	1.042854	0.487072	0.058351	0.026693	-0.036264	0.997280	268.827	-6.572	up
22.016	0.534174	0.787522	0.994683	0.033717	0.019244	-0.039996	0.998445	269.137	-3.772	up
22.032	0.954525	-0.022853	2.034234	0.016170	0.009831	-0.044055	0.998850	269.541	-1.802	up
22.051	1.378614	-0.923296	4.161932	0.016170	0.009831	-0.044055	0.998850	269.541	-1.802	up
22.071	1.391547	-1.529618	6.545910	-0.002299	-0.001571	-0.048875	0.998801	270.075	0.254	up
22.089	0.975153	-1.415672	9.408499	-0.018905	-0.012427	-0.053504	0.998311	270.635	2.087	up
22.110	0.629218	-1.709291	10.624135	-0.031334	-0.020220	-0.057555	0.997646	271.151	3.451	up
22.128	0.350308	-2.158894	9.374967	-0.036478	-0.023090	-0.060465	0.997236	271.512	4.012	up
22.147	0.358885	-2.636032	7.018800	-0.020024	-0.023077	-0.061116	0.997663	271.534	2.128	up
22.166	0.755754	-2.701350	4.496420	-0.001766	-0.021509	-0.058867	0.998033	271.224	0.057	up
22.186	1.228793	-2.502743	1.448707	0.019791	-0.018068	-0.055821	0.998081	270.833	-2.380	up
22.205	1.538348	-1.846118	-1.446352	0.019791	-0.018068	-0.055821	0.998081	270.833	-2.380	up
22.224	1.679897	-0.889399	-3.543154	0.041605	-0.014023	-0.053071	0.997625	270.504	-4.847	up
22.243	1.797186	-0.023646	-4.793016	0.060895	-0.010402	-0.051450	0.996763	270.329	-7.034	up
22.262	1.774015	0.364295	-5.221089	0.076161	-0.008006	-0.051522	0.995731	270.359	-8.772	up
22.282	1.546418	0.405249	-5.149071	0.087165	-0.006909	-0.053532	0.994731	270.610	-10.029	up
22.301	1.109571	0.356394	-4.992087	0.094335	-0.006098	-0.056926	0.993893	271.020	-10.848	up
22.320	0.817801	0.509023	-4.838413	0.100488	-0.002645	-0.063227	0.992924	271.802	-11.530	up
22.340	0.776135	0.811013	-4.551924	0.100488	-0.002645	-0.063227	0.992924	271.802	-11.530	up
22.360	0.853824	1.141753	-4.217397	0.101631	-0.001402	-0.065583	0.992657	272.094	-11.651	up
22.378	1.010148	1.411852	-3.882775	0.104251	-0.004387	-0.071887	0.991940	272.800	-11.973	up
22.397	1.146148	1.658902	-3.040955	0.105613	-0.007406	-0.077409	0.991362	273.411	-12.154	up
22.417	0.986299	1.388934	-2.594614	0.107305	-0.009709	-0.084707	0.990564	274.240	-12.370	up
22.436	0.330373	1.324095	-3.134178	0.107305	-0.009709	-0.084707	0.990564	274.240	-12.370	up
22.455	-0.065764	1.485643	-3.527176	0.106437	-0.011644	-0.101703	0.989036	276.205	-12.293	up
22.474	-0.280300	1.523822	-3.104498	0.100329	-0.011453	-0.109760	0.988815	277.135	-11.591	up
22.493	-0.350527	1.260541	-2.173212	0.090940	-0.011437	-0.117026	0.988890	277.962	-10.517	up
22.513	-0.338437	1.153524	-1.489047	0.090940	-0.011437	-0.117026	0.988890	277.962	-10.517	up
22.532	-0.311688	1.069250	-1.046942	0.065907	-0.017054	-0.129188	0.989281	279.286	-7.747	up
22.551	-0.215299	1.169675	0.292306	0.049754	-0.024516	-0.134352	0.989380	279.831	-6.029	up
22.569	-0.216419	0.807489	3.852424	0.049754	-0.024516	-0.134352	0.989380	279.831	-6.029	up
22.600	-0.588463	-0.137379	7.297327	0.032833	-0.034334	-0.139769	0.989044	280.432	-4.275	up
22.609	-2.079904	-0.582818	8.470003	0.019760	-0.042994	-0.145546	0.988219	281.110	-2.956	up
22.628	-3.173812	-0.038802	7.460503	0.013739	-0.047413	-0.149758	0.987490	281.612	-2.369	up
22.647	-1.597914	0.311607	5.528053	0.016316	-0.047843	-0.143561	0.988350	280.882	-2.636	up
22.666	0.782193	0.250245	4.124180	0.016316	-0.047843	-0.143561	0.988350	280.882	-2.636	up
22.685	1.384890	-0.849091	3.692190	0.013756	-0.047398	-0.139055	0.989054	280.373	-2.315	up
22.705	-0.272808	-1.672974	4.046987	0.010437	-0.045808	-0.140938	0.988903	280.609	-1.923	up
22.724	-2.387416	-1.069589	3.873561	0.011785	-0.041732	-0.140523	0.989127	280.563	-2.008	up
22.743	-2.717415	-0.274170	1.786090	0.011785	-0.041732	-0.140523	0.989127	280.563	-2.008	up
22.762	-1.947478	0.179402	-0.612259	0.019483	-0.036592	-0.136084	0.989830	280.034	-2.782	up
22.783	-1.336268	0.276638	-2.223289	0.030702	-0.032628	-0.129800	0.990528	279.289	-3.973	up
22.801	-1.203955	-0.153635	-2.879285	0.041882	-0.031314	-0.123821	0.990926	278.581	-5.207	up
22.820	-1.346244	-0.586809	-2.843824	0.051111	-0.031920	-0.118597	0.991112	277.957	-6.251	up
22.839	-1.440041	-0.545579	-2.755146	0.064596	-0.029756	-0.107021	0.991710	276.613	-7.729	up
22.860	-1.471119	-0.337264	-3.091262	0.064596	-0.029756	-0.107021	0.991710	276.613	-7.729	up
22.878	-1.566791	-0.118392	-3.865990	0.077803	-0.020198	-0.092679	0.992446	275.023	-9.101	up
22.897	-1.473671	0.152751	-4.645406	0.077803	-0.020198	-0.092679	0.992446	275.023	-9.101	up
22.915	-1.176882	0.409910	-4.542889	0.083283	-0.015641	-0.084676	0.992799	274.138	-9.672	up
22.936	-0.579467	0.362004	-3.869169	0.086502	-0.012509	-0.076495	0.993232	273.220	-10.006	up
22.955	0.024648	0.418477	-3.196632	0.086920	-0.006090	-0.060976	0.994329	271.482	-9.997	up
22.974	0.206021	0.620508	-3.022495	0.086920	-0.006090	-0.060976	0.994329	271.482	-9.997	up
22.994	0.064214	0.520975	-2.786794	0.082941	0.000736	-0.050093	0.995294	270.281	-9.499	up
23.012	-0.300141	0.320321	-2.064686	0.082941	0.000736	-0.050093	0.995294	270.281	-9.499	up
23.032	-0.629631	-0.130421	-1.114346	0.078099	0.000916	-0.042195	0.996052	269.361	-8.946	up
23.051	-0.664712	-0.158774	-1.134008	0.078099	0.000916	-0.042195	0.996052	269.361	-8.946	up
23.070	-0.160544	0.128973	-1.379947	0.076269	0.000454	-0.037134	0.996395	268.769	-8.740	up
23.090	0.450598	0.514297	-0.935350	0.066477	-0.001234	-0.025692	0.997456	267.426	-7.624	up
23.109	0.664617	0.695007	0.672451	0.066477	-0.001234	-0.025692	0.997456	267.426	-7.624	up
23.128	0.836035	0.297498	2.730399	0.057815	-0.003596	-0.021036	0.998099	266.870	-6.636	up
23.159	1.017978	-0.093535	4.267362	0.044278	-0.012408	-0.015469	0.998822	266.186	-5.097	up
23.165	1.076442	0.016199	4.901412	0.044278	-0.012408	-0.015469	0.998822	266.186	-5.097	up
23.186	0.641969	0.384967	5.447891	0.039293	-0.019983	-0.014612	0.998921	266.059	-4.536	up
23.204	0.171418	-0.079075	6.315689	0.039142	-0.025036	-0.015298	0.998803	266.115	-4.529	up
23.224	0.327751	-0.782343	6.535584	0.039142	-0.025036	-0.015298	0.998803	266.115	-4.529	up
23.243	0.588695	-1.000727	5.726461	0.041946	-0.030870	-0.015798	0.998518	266.137	-4.861	up
23.262	0.902285	-1.328245	4.638816	0.051362	-0.039986	-0.016855	0.997737	266.172	-5.960	up
23.281	1.526954	-1.840431	4.090245	0.055216	-0.042071	-0.017595	0.997433	266.227	-6.409	up
23.301	1.950911	-2.374086	3.270535	0.055216	-0.042071	-0.017595	0.997433	266.227	-6.409	up
23.320	1.769469	-2.486526	1.249025	0.060649	-0.041702	-0.018682	0.997113	266.330	-7.037	up
23.339	1.520017	-1.915584	-1.310091	0.069803	-0.039169	-0.019914	0.996593	266.452	-8.088	up
23.360	1.214254	-0.935244	-3.465294	0.082075	-0.036275	-0.021093	0.995742	266.566	-9.496	up
23.378	0.952550	0.078299	-4.598738	0.094708	-0.034406	-0.022444	0.994657	266.697	-10.950	up
23.396	0.866970	0.662658	-5.017690	0.111132	-0.034128	-0.027067	0.992851	267.185	-12.857	up
23.416	0.876029	0.676826	-4.982487	0.111132	-0.034128	-0.027067	0.992851	267.185	-12.857	up
23.435	0.716156	0.518324	-4.499182	0.113025	-0.034672	-0.030667	0.992513	267.593	-13.090	up
23.455	0.350660	0.277784	-3.920395	0.111497	-0.035097	-0.035291	0.992518	268.132	-12.932	up
23.473	0.147228	0.126495	-3.326789	0.108063	-0.035235	-0.040566	0.992691	268.756	-12.557	up
23.493	0.231350	0.134093	-2.902250	0.104212	-0.035011	-0.045820	0.992882	269.382	-12.131	up
23.512	0.219393	0.301828	-2.922851	0.100947	-0.034274	-0.050947	0.992995	269.996	-11.769	up
23.531	0.193377	0.660898	-3.036609	0.098559	-0.032942	-0.055959	0.993010	270.601	-11.503	up
23.550	0.007641	1.038610	-3.236108	0.096746	-0.031149	-0.061012	0.992949	271.214	-11.299	up
23.570	-0.247019	1.058030	-3.027679	0.093884	-0.030822	-0.071965	0.992500	272.498	-10.999	up
23.589	0.056258	1.061962	-2.444022	0.093884	-0.030822	-0.071965	0.992500	272.498	-10.999	up
23.609	0.395861	1.293001	-1.838242	0.088373	-0.032179	-0.083981	0.992019	273.889	-10.413	up
23.628	-0.043015	1.572768	-1.239867	0.088373	-0.032179	-0.083981	0.992019	273.889	-10.413	up
23.647	-1.253342	1.028342	0.433644	0.080369	-0.029859	-0.090611	0.992189	274.692	-9.491	up
23.666	-2.124564	0.155459	2.115645	0.069668	-0.028172	-0.096319	0.992510	275.379	-8.263	up
23.700	-1.515993	0.026039	3.746761	0.053251	-0.034128	-0.096285	0.993342	275.357	-6.452	up
23.706	-0.205148	0.678698	4.856726	0.050419	-0.038229	-0.091999	0.993747	274.843	-6.156	up
23.724	0.440261	1.403710	4.931782	0.050419	-0.038229	-0.091999	0.993747	274.843	-6.156	up
23.743	0.038839	1.635118	4.294026	0.051030	-0.040793	-0.088011	0.993975	274.365	-6.236	up
23.762	-0.537534	1.519811	3.278855	0.053760	-0.041503	-0.084951	0.994068	273.998	-6.542	up
23.781	-0.829712	1.561564	2.704317	0.058601	-0.039466	-0.078178	0.994433	273.215	-7.049	up
23.800	-0.315963	1.380699	2.413080	0.058601	-0.039466	-0.078178	0.994433	273.215	-7.049	up
23.820	0.403519	0.725146	2.453573	0.058255	-0.035827	-0.072029	0.995055	272.531	-6.955	up
23.840	0.507472	-0.193609	2.214862	0.055988	-0.034231	-0.071945	0.995247	272.538	-6.683	up
23.859	-0.190483	-1.134817	2.425256	0.052177	-0.032437	-0.073188	0.995424	272.702	-6.236	up
23.877	-1.624338	-1.373706	3.017962	0.052177	-0.032437	-0.073188	0.995424	272.702	-6.236	up
23.900	-2.332924	-1.089272	2.339693	0.050573	-0.019394	-0.069590	0.996104	272.369	-5.938	up
23.915	-2.049110	-0.650040	0.430926	0.050573	-0.019394	-0.069590	0.996104	272.369	-5.938	up
23.934	-1.794569	-0.346249	-1.112604	0.055594	-0.010732	-0.063898	0.996349	271.764	-6.439	up
23.954	-1.583385	-0.346233	-1.934142	0.062835	-0.005025	-0.057664	0.996344	271.086	-7.226	up
23.973	-1.348395	-0.393910	-2.008346	0.076263	-0.001687	-0.045111	0.996065	269.673	-8.747	up
23.993	-1.074917	-0.348076	-1.896460	0.080065	0.001149	-0.038327	0.996052	268.918	-9.173	up
24.012	-0.934424	-0.211886	-1.907683	0.082372	0.005877	-0.031216	0.996095	268.142	-9.424	up
24.031	-0.927706	-0.226092	-2.185008	0.084260	0.011344	-0.024076	0.996088	267.371	-9.632	up
24.050	-1.013977	-0.265935	-2.649613	0.084260	0.011344	-0.024076	0.996088	267.371	-9.632	up
24.070	-0.961768	-0.143785	-2.822374	0.088408	0.018704	-0.009528	0.995863	265.768	-10.121	up
24.090	-0.640267	-0.021909	-2.609111	0.090657	0.020131	-0.002399	0.995676	264.962	-10.395	up
24.108	-0.322368	-0.089047	-2.268749	0.090657	0.020131	-0.002399	0.995676	264.962	-10.395	up
24.127	-0.187412	-0.120621	-2.334015	0.092659	0.022091	0.004592	0.995442	264.177	-10.642	up
24.146	-0.143227	-0.008212	-2.495773	0.094093	0.025214	0.011871	0.995173	263.370	-10.829	up
24.166	-0.000996	0.240989	-2.725567	0.095041	0.028849	0.019544	0.994863	262.521	-10.966	up
24.184	0.103265	0.694105	-3.066766	0.097050	0.032567	0.034272	0.994156	260.857	-11.256	up
24.204	0.332741	0.874538	-2.824420	0.097050	0.032567	0.034272	0.994156	260.857	-11.256	up
24.223	0.518513	0.699227	-1.984123	0.096817	0.030996	0.039964	0.994016	260.177	-11.242	up
24.243	0.530868	0.436145	-1.562075	0.094907	0.028451	0.044546	0.994082	259.611	-11.024	up
24.262	0.478516	0.184871	-1.349147	0.091311	0.025687	0.048459	0.994311	259.120	-10.607	up
24.281	0.778072	0.176380	-0.356178	0.085585	0.021614	0.052086	0.994734	258.649	-9.934	up
24.300	1.185005	0.211705	1.432247	0.077698	0.015890	0.055470	0.995306	258.197	-9.000	up
24.329	1.374830	-0.030249	3.348356	0.068280	0.009368	0.058112	0.995928	257.835	-7.880	up
24.342	1.047738	-0.298076	4.592206	0.050569	-0.002646	0.060115	0.996906	257.537	-5.768	up
24.357	0.671414	-0.224504	4.967943	0.045298	-0.009382	0.060217	0.997113	257.497	-5.118	up
24.377	0.555536	0.262192	5.130293	0.042173	-0.016654	0.059838	0.997178	257.513	-4.710	up
24.396	1.084969	0.384261	4.996080	0.042173	-0.016654	0.059838	0.997178	257.513	-4.710	up
24.415	1.343852	0.231509	5.100708	0.036795	-0.027080	0.056213	0.997373	257.902	-4.034	up
24.435	1.382283	-0.062193	4.873948	0.036795	-0.027080	0.056213	0.997373	257.902	-4.034	up
24.453	1.426239	-0.314936	4.345177	0.033911	-0.027288	0.052880	0.997652	258.295	-3.714	up
24.473	1.482970	-0.828048	3.540002	0.032404	-0.024597	0.048384	0.998000	258.827	-3.572	up
24.493	1.445890	-1.533856	1.963106	0.039082	-0.015572	0.037001	0.998429	260.151	-4.410	up
24.511	1.403208	-1.831682	-0.189315	0.039082	-0.015572	0.037001	0.998429	260.151	-4.410	up
24.531	1.521726	-1.524467	-1.747718	0.047248	-0.013136	0.031648	0.998295	260.761	-5.365	up
24.550	1.835526	-1.058026	-2.079482	0.055530	-0.013978	0.026863	0.997998	261.289	-6.320	up
24.569	2.086364	-0.736501	-1.989550	0.068267	-0.020680	0.017341	0.997302	262.307	-7.784	up
24.590	2.207170	-0.374177	-2.353677	0.073614	-0.024109	0.011525	0.996929	262.935	-8.408	up
24.608	2.095984	-0.138093	-2.672868	0.078634	-0.027929	0.004510	0.996502	263.695	-9.002	up
24.627	1.697167	-0.111111	-2.782871	0.083739	-0.031987	-0.003460	0.995968	264.560	-9.615	up
24.647	1.197294	0.028074	-3.030312	0.083739	-0.031987	-0.003460	0.995968	264.560	-9.615	up
24.665	1.014244	0.520857	-3.415018	0.094856	-0.039427	-0.020185	0.994505	266.378	-10.968	up
24.685	0.904864	1.022398	-3.636152	0.099138	-0.042097	-0.029037	0.993759	267.359	-11.507	up
24.704	0.649923	0.973900	-3.349421	0.101954	-0.044546	-0.038550	0.993043	268.425	-11.884	up
24.723	0.507799	0.740473	-3.061785	0.101954	-0.044546	-0.038550	0.993043	268.425	-11.884	up
24.743	0.251679	0.853930	-2.927695	0.105482	-0.048491	-0.059929	0.991429	270.856	-12.414	up
24.762	-0.270123	0.919211	-2.849493	0.105482	-0.048491	-0.059929	0.991429	270.856	-12.414	up
24.780	-0.970461	0.742047	-2.499371	0.101721	-0.046044	-0.081947	0.990362	273.469	-12.065	up
24.800	-1.619800	0.393660	-1.711478	0.101721	-0.046044	-0.081947	0.990362	273.469	-12.065	up
24.819	-1.843417	0.427132	-1.016281	0.097822	-0.044241	-0.090892	0.990057	274.545	-11.639	up
24.840	-1.453711	0.738340	-0.330151	0.089941	-0.043050	-0.102707	0.989701	275.953	-10.770	up
24.858	-0.980692	0.884513	0.435460	0.085335	-0.042053	-0.106651	0.989735	276.432	-10.247	up
24.877	-0.745257	1.029838	0.921693	0.085335	-0.042053	-0.106651	0.989735	276.432	-10.247	up
24.909	-0.901983	1.103483	1.567535	0.080300	-0.040214	-0.110052	0.989860	276.855	-9.661	up
24.915	-1.284087	0.950116	2.541083	0.075182	-0.038605	-0.112961	0.989999	277.216	-9.067	up
24.934	-1.295422	0.822479	3.540430	0.067442	-0.037004	-0.114445	0.990447	277.414	-8.167	up
24.953	-0.978309	0.879805	4.553688	0.067442	-0.037004	-0.114445	0.990447	277.414	-8.167	up
24.972	-0.527389	0.946193	5.077027	0.065896	-0.035026	-0.112495	0.990846	277.206	-7.959	up
24.991	-0.062791	0.877715	4.109046	0.066913	-0.030518	-0.109173	0.991298	276.855	-8.009	up
25.013	0.008209	0.722278	2.680163	0.070455	-0.025110	-0.105550	0.991597	276.476	-8.339	up
25.031	0.001922	0.193553	1.850751	0.074168	-0.020409	-0.102511	0.991753	276.162	-8.702	up
25.049	-0.218770	-0.858054	2.381606	0.075343	-0.017491	-0.100349	0.991941	275.937	-8.800	up
25.069	-0.711879	-1.772102	3.464444	0.073697	-0.015959	-0.098850	0.992241	275.775	-8.592	up
25.089	-1.267707	-1.849943	3.755534	0.071987	-0.014307	-0.097060	0.992569	275.580	-8.377	up
25.107	-1.257268	-1.424606	2.163884	0.073939	-0.011729	-0.094092	0.992745	275.259	-8.570	up
25.127	-0.870534	-0.901234	0.215117	0.080250	-0.009263	-0.089829	0.992676	274.794	-9.264	up
25.146	-0.452185	-0.631752	-0.851893	0.096952	-0.008903	-0.081597	0.991899	273.866	-11.174	up
25.165	-0.307450	-0.462227	-1.145974	0.104063	-0.008315	-0.078694	0.991418	273.547	-11.985	up
25.185	-0.637687	-0.410431	-1.739907	0.104063	-0.008315	-0.078694	0.991418	273.547	-11.985	up
25.204	-0.773482	-0.170419	-2.496508	0.109737	-0.005236	-0.075925	0.991043	273.274	-12.609	up
25.223	-0.624575	0.092088	-2.942664	0.113922	-0.000782	-0.072872	0.990813	272.985	-13.054	up
25.242	-0.673085	0.149306	-2.994315	0.116706	0.003414	-0.069903	0.990698	272.702	-13.342	up
25.261	-0.895883	-0.013246	-2.882353	0.118608	0.006265	-0.067380	0.990633	272.452	-13.541	up
25.280	-1.022654	-0.201959	-2.766633	0.122461	0.009054	-0.061601	0.990518	271.828	-13.974	up
25.299	-0.803006	-0.128283	-2.771996	0.122461	0.009054	-0.061601	0.990518	271.828	-13.974	up
25.320	-0.418362	0.092447	-2.794497	0.124669	0.010318	-0.057454	0.990480	271.367	-14.228	up
25.340	-0.265510	0.443453	-2.815102	0.125985	0.016743	-0.047698	0.990743	270.321	-14.362	up
25.357	-0.098570	0.674216	-2.516298	0.125985	0.016743	-0.047698	0.990743	270.321	-14.362	up
25.377	-0.153218	0.646255	-2.401254	0.125250	0.020763	-0.043002	0.990975	269.825	-14.268	up
25.396	-0.170673	0.748339	-2.377205	0.124870	0.023640	-0.038792	0.991133	269.371	-14.223	up
25.415	-0.017436	0.957494	-2.046660	0.124656	0.025770	-0.031478	0.991366	268.543	-14.214	up
25.434	0.128466	0.799208	-1.527901	0.124656	0.025770	-0.031478	0.991366	268.543	-14.214	up
25.454	0.119066	0.653761	-1.528004	0.124495	0.025980	-0.028732	0.991464	268.223	-14.204	up
25.473	0.115891	0.730989	-1.363341	0.121779	0.025486	-0.024123	0.991937	267.664	-13.908	up
25.492	0.134687	0.498603	-0.612085	0.121779	0.025486	-0.024123	0.991937	267.664	-13.908	up
25.511	-0.193135	0.676469	-1.259851	0.118549	0.025466	-0.021981	0.992378	267.399	-13.543	up
25.530	-0.661942	1.085151	-1.772185	0.110301	0.019038	-0.017091	0.993569	266.712	-12.623	up
25.549	0.893003	0.750334	-0.001338	0.103222	0.008952	-0.014850	0.994507	266.309	-11.832	up
