time(s)	globalX	globalY	globalZ	rot_x	rot_y	rot_z	rot_w	gyroAngle	stepCount	label
75.028	-0.844503	-1.919034	-0.421843	0.141551	0.167423	0.431889	0.874874	325.127	0	ground
75.046	-0.685533	-2.377076	0.699044	0.137916	0.170435	0.435486	0.873088	325.667	0	ground
75.066	0.080448	-2.384051	3.098340	0.132345	0.171849	0.441348	0.870727	326.425	144	ground
75.085	0.528574	0.342685	5.887446	0.128079	0.170400	0.450300	0.867058	327.489	0	ground
75.104	0.469412	2.194722	5.992916	0.126402	0.171387	0.467028	0.858215	329.668	0	ground
75.123	0.276696	1.753021	4.467044	0.126402	0.171387	0.467028	0.858215	329.668	0	ground
75.142	-0.073498	0.418767	5.292074	0.121795	0.173708	0.471887	0.855754	330.354	0	ground
75.161	0.965298	-1.719466	8.061539	0.113122	0.160316	0.474955	0.857858	330.232	0	ground
75.181	2.973160	-2.502355	9.185631	0.113122	0.160316	0.474955	0.857858	330.232	0	ground
75.200	3.557867	-1.976765	7.981174	0.111980	0.152668	0.478364	0.857509	330.418	0	ground
75.219	2.637788	-1.280857	5.921114	0.115011	0.152211	0.490112	0.850526	331.955	0	ground
75.239	1.020439	-0.758398	3.102069	0.115011	0.152211	0.490112	0.850526	331.955	0	ground
75.258	-0.583074	-0.050739	0.506603	0.124675	0.159436	0.504006	0.839651	334.071	0	ground
75.278	-1.770412	0.614795	-0.641249	0.124675	0.159436	0.504006	0.839651	334.071	0	ground
75.296	-1.341899	1.052422	-0.271212	0.129700	0.158297	0.509355	0.835869	334.760	0	ground
75.315	-0.413102	1.282042	0.100306	0.133653	0.154321	0.513102	0.833696	335.135	0	ground
75.335	-0.274148	0.620853	-0.328916	0.136603	0.150435	0.515157	0.832659	335.286	0	ground
75.354	-0.798299	-0.290381	-1.256764	0.141719	0.143927	0.516370	0.832204	335.248	0	ground
75.373	-0.829024	-0.707661	-2.337651	0.141719	0.143927	0.516370	0.832204	335.248	0	ground
75.392	-0.656779	-0.794677	-2.824199	0.144248	0.140161	0.517273	0.831851	335.253	0	ground
75.412	-0.832946	-0.369264	-3.512118	0.147707	0.136377	0.519447	0.830517	335.429	0	ground
75.431	-0.641010	-0.412482	-3.401349	0.151538	0.132912	0.522753	0.828311	335.768	0	ground
75.450	-1.558666	-0.441211	-2.858991	0.156675	0.126977	0.533737	0.821252	337.060	0	ground
75.470	-1.885009	-0.764088	-3.068637	0.156675	0.126977	0.533737	0.821252	337.060	0	ground
75.489	-1.855552	-1.177746	-3.021397	0.160466	0.123997	0.538957	0.817558	337.675	0	ground
75.508	-1.501849	-1.190211	-2.607049	0.166842	0.118686	0.543127	0.814303	338.084	0	ground
75.529	-1.055953	-1.302055	-2.128417	0.173556	0.112505	0.547609	0.810768	338.514	0	ground
75.546	0.434865	-2.030360	-0.053055	0.181567	0.098831	0.560335	0.802054	339.872	0	ground
75.565	0.820509	-2.781260	0.686271	0.181567	0.098831	0.560335	0.802054	339.872	0	ground
75.585	0.580128	-2.919211	0.941268	0.177516	0.097021	0.571055	0.795595	341.305	0	ground
75.604	0.053550	-2.166034	0.519286	0.172014	0.096891	0.594861	0.779207	344.638	0	ground
75.623	-0.630535	-2.053803	1.070952	0.174695	0.090416	0.603812	0.772475	345.754	145	ground
75.642	-0.033845	-2.371146	2.310893	0.174695	0.090416	0.603812	0.772475	345.754	0	ground
75.661	1.343679	-2.450287	2.491740	0.179225	0.081977	0.610726	0.766924	346.551	0	ground
75.681	2.019511	-2.496318	2.244565	0.184140	0.074342	0.617178	0.761352	347.319	0	ground
75.700	1.954328	-2.949473	1.756700	0.186590	0.069555	0.624696	0.755050	348.320	0	ground
75.719	1.497302	-2.662280	1.139445	0.179353	0.065300	0.647516	0.737761	351.656	0	ground
75.739	1.165341	-2.140292	0.791318	0.179353	0.065300	0.647516	0.737761	351.656	0	ground
75.758	1.493149	-2.084568	0.877336	0.171623	0.062240	0.660445	0.728343	353.585	0	ground
75.779	1.904846	-1.893471	0.338373	0.161832	0.059023	0.673035	0.719271	355.494	0	ground
75.796	1.922089	-1.737610	-0.516047	0.149867	0.057053	0.686033	0.709678	357.518	0	ground
75.816	1.752690	-1.790341	-0.784429	0.126628	0.054603	0.714285	0.686135	2.054	0	ground
75.835	1.540760	-1.770733	-0.873617	0.120172	0.054303	0.729076	0.671609	4.512	0	ground
75.854	1.120916	-1.259816	-1.012085	0.120172	0.054303	0.729076	0.671609	4.512	0	ground
75.873	0.540947	-0.721038	-1.482260	0.117399	0.056694	0.743511	0.655892	7.001	0	ground
75.892	-0.113480	-0.537317	-1.639699	0.117275	0.061620	0.756856	0.640015	9.394	0	ground
75.911	-0.571829	-0.375374	-1.724542	0.119029	0.067518	0.768692	0.624808	11.594	0	ground
75.931	-0.712994	-0.379389	-1.758574	0.121371	0.073471	0.778803	0.611013	13.536	0	ground
75.950	-0.571625	-0.703217	-1.784657	0.123784	0.078543	0.787011	0.599268	15.154	0	ground
75.970	-0.424885	-0.867776	-1.484160	0.127633	0.084940	0.800006	0.580073	17.759	0	ground
75.988	-0.499057	-0.650419	-1.128061	0.127633	0.084940	0.800006	0.580073	17.759	0	ground
76.008	-0.352824	-0.549151	-0.639764	0.128142	0.086542	0.805466	0.572115	18.856	0	ground
76.028	0.387690	-0.832416	0.128623	0.125981	0.085881	0.814570	0.559668	20.646	0	ground
76.046	1.040569	-0.671136	0.981507	0.125981	0.085881	0.814570	0.559668	20.646	0	ground
76.066	0.764603	-0.032830	1.132240	0.124721	0.085761	0.819703	0.552429	21.679	0	ground
76.084	0.096557	0.141599	1.011876	0.123661	0.088395	0.824996	0.544312	22.811	0	ground
76.104	-0.332887	-0.124415	0.842205	0.123195	0.093742	0.829475	0.536663	23.848	0	ground
76.123	-0.394069	-0.390968	0.901895	0.123897	0.100227	0.832774	0.530181	24.687	0	ground
76.142	-0.100195	-0.387311	1.097584	0.125380	0.106415	0.835213	0.524762	25.358	0	ground
76.161	-0.048855	-0.313201	1.301473	0.126574	0.114579	0.839999	0.515027	26.602	0	ground
76.180	-0.342223	-0.183622	1.588405	0.126574	0.114579	0.839999	0.515027	26.602	0	ground
76.200	-0.061433	0.016112	2.327398	0.128564	0.110935	0.844212	0.508400	27.437	0	ground
76.219	0.804062	0.516713	2.991276	0.128564	0.110935	0.844212	0.508400	27.437	0	ground
76.238	1.514695	0.743615	2.811738	0.129144	0.106231	0.846596	0.505284	27.849	0	ground
76.258	1.657278	0.703088	1.876193	0.127279	0.103093	0.850050	0.500586	28.533	0	ground
76.278	1.471403	0.678002	0.621084	0.123283	0.103045	0.854359	0.494220	29.480	0	ground
76.296	1.115103	0.623726	-0.255463	0.118789	0.105658	0.858831	0.486965	30.539	0	ground
76.315	0.864027	0.497381	-0.788347	0.115191	0.109908	0.862901	0.479639	31.573	0	ground
76.334	0.735959	0.302785	-1.230692	0.112379	0.115237	0.866424	0.472654	32.533	0	ground
76.353	0.886971	-0.054490	-1.511050	0.110023	0.120799	0.869455	0.466209	33.407	0	ground
76.373	1.062193	-0.428218	-1.555751	0.108648	0.125280	0.872102	0.460369	34.179	0	ground
76.392	1.161011	-0.446265	-1.383875	0.108505	0.128223	0.874542	0.454932	34.870	0	ground
76.412	1.229173	-0.296912	-1.115876	0.109246	0.129989	0.876816	0.449847	35.495	0	ground
76.430	1.201406	-0.151462	-1.077058	0.110138	0.131399	0.879014	0.444902	36.096	0	ground
76.450	1.040648	-0.074836	-1.249165	0.110433	0.133217	0.881289	0.439759	36.735	0	ground
76.468	0.928742	-0.193411	-1.633363	0.109717	0.135473	0.883647	0.434485	37.413	0	ground
76.488	0.665791	-0.412800	-1.858462	0.107755	0.137458	0.886230	0.429057	38.141	0	ground
76.508	0.148418	-0.385492	-1.482482	0.104828	0.138282	0.889244	0.423242	38.942	0	ground
76.526	-0.232303	-0.310714	-1.246030	0.100933	0.137993	0.892535	0.417315	39.781	0	ground
76.546	-0.217339	-0.332423	-1.332343	0.095950	0.137147	0.895808	0.411718	40.602	0	ground
76.565	0.034002	-0.384176	-1.405358	0.085038	0.133618	0.902279	0.401008	42.189	0	ground
76.584	0.100976	-0.337181	-0.978770	0.079807	0.130819	0.905748	0.395144	43.032	0	ground
76.604	0.068603	-0.342208	-0.012661	0.079807	0.130819	0.905748	0.395144	43.032	0	ground
76.623	-0.011819	-0.517638	0.475552	0.065541	0.128008	0.913188	0.381322	45.023	0	ground
76.641	-0.207893	-0.719542	0.258062	0.065541	0.128008	0.913188	0.381322	45.023	0	ground
76.661	-0.457327	-1.079917	0.164668	0.053770	0.128694	0.920962	0.363836	47.377	0	ground
76.680	-0.217986	-1.243500	0.752981	0.052706	0.128097	0.924627	0.354793	48.497	146	ground
76.700	0.100622	-1.070069	1.698741	0.053016	0.126687	0.928337	0.345443	49.627	0	ground
76.718	0.208178	-0.802563	2.480081	0.053910	0.124823	0.931866	0.336360	50.711	0	ground
76.738	0.640091	-0.777583	3.153218	0.053910	0.124823	0.931866	0.336360	50.711	0	ground
76.758	1.230252	-0.763241	3.289490	0.054310	0.122996	0.935095	0.327902	51.725	0	ground
76.776	1.547335	-0.388303	2.858023	0.054188	0.121080	0.938313	0.319331	52.759	0	ground
76.796	2.092173	-0.157206	2.648107	0.053401	0.118644	0.941766	0.310079	53.884	0	ground
76.815	2.805032	0.018589	3.215693	0.052173	0.115452	0.945567	0.299752	55.143	0	ground
76.834	2.928460	0.653235	2.122608	0.047813	0.114508	0.949846	0.287043	56.726	0	ground
76.854	2.566596	0.704817	-0.519321	0.037063	0.118752	0.954484	0.271079	58.779	0	ground
76.873	2.452483	-0.112413	-2.824844	0.021366	0.126894	0.958911	0.252845	61.163	0	ground
76.892	2.380639	-1.086929	-4.194156	0.005132	0.135881	0.962932	0.232964	63.746	0	ground
76.911	1.979661	-1.481755	-4.560884	-0.007023	0.143171	0.966591	0.212494	66.335	0	ground
76.931	1.401866	-1.275189	-3.986749	-0.012392	0.147470	0.969886	0.193441	68.646	0	ground
76.950	1.112658	-0.542700	-2.477535	-0.010447	0.148147	0.972784	0.177862	70.422	0	ground
76.968	1.037417	0.386360	-0.995638	-0.004191	0.145525	0.975384	0.165625	71.727	0	ground
76.989	1.175702	1.275405	0.158949	0.006521	0.135176	0.979992	0.145948	73.801	0	ground
77.008	1.538363	1.784712	0.617789	0.006521	0.135176	0.979992	0.145948	73.801	0	ground
77.027	1.828823	1.852341	0.390327	0.007073	0.130999	0.982037	0.135620	74.972	0	ground
77.045	1.572728	1.327860	-0.357052	0.003887	0.128697	0.984030	0.122911	76.473	0	ground
77.065	0.935469	0.454292	-1.112160	-0.007568	0.129029	0.987409	0.091206	80.264	0	ground
77.084	0.449500	-0.256401	-1.450273	-0.007568	0.129029	0.987409	0.091206	80.264	0	ground
77.103	0.110106	-0.689162	-1.410715	-0.011756	0.130775	0.988459	0.075556	82.115	0	ground
77.122	0.019620	-1.058229	-1.123584	-0.014069	0.133068	0.989101	0.061427	83.765	0	ground
77.142	-0.017324	-1.355170	-0.881026	-0.015467	0.135331	0.989471	0.048916	85.215	0	ground
77.161	-0.112264	-1.673885	-0.791514	-0.018102	0.137550	0.989927	0.028229	87.614	0	ground
77.180	-0.200306	-1.793923	-0.458963	-0.018102	0.137550	0.989927	0.028229	87.614	0	ground
77.199	0.008814	-1.298697	0.455654	-0.017902	0.137028	0.990178	0.021197	88.408	0	ground
77.219	0.329929	-0.446691	1.237540	-0.016232	0.136019	0.990431	0.016759	88.884	0	ground
77.239	0.435463	0.068265	1.486745	-0.014519	0.135303	0.990605	0.013582	89.217	147	ground
77.258	0.425983	0.322362	1.752938	-0.012148	0.135520	0.990671	0.007657	89.854	0	ground
77.276	0.393185	0.491555	2.260216	-0.012471	0.136662	0.990529	0.004613	90.206	0	ground
77.296	0.360584	0.593283	2.198621	-0.012471	0.136662	0.990529	0.004613	90.206	0	ground
77.314	0.398030	0.451192	1.540826	-0.014944	0.138840	0.990201	0.001282	90.627	0	ground
77.335	0.047289	0.061590	0.494847	0.018603	-0.141672	-0.989736	0.002117	91.077	0	ground
77.353	-0.432346	-0.105406	0.570892	0.020066	-0.143818	-0.989390	0.004662	91.395	0	ground
77.373	-0.380294	1.263174	2.628711	0.005162	-0.139689	-0.990181	0.001341	90.769	0	ground
77.392	-0.257479	3.270716	4.478933	0.005162	-0.139689	-0.990181	0.001341	90.769	0	ground
77.411	0.142430	4.501416	3.593445	0.001725	0.136666	0.990616	0.000190	90.486	0	ground
77.430	0.381137	3.898199	0.729264	0.000589	-0.136595	-0.990622	0.003056	90.891	0	ground
77.449	0.474554	2.219631	-1.464666	0.020016	-0.143648	-0.989155	0.023161	93.492	0	ground
77.468	0.065122	0.772415	-2.210459	0.020016	-0.143648	-0.989155	0.023161	93.492	0	ground
77.489	-0.660170	-0.344675	-2.138379	0.026409	-0.149458	-0.987776	0.035538	95.018	0	ground
77.508	-0.945920	-0.998380	-1.661628	0.028613	-0.156386	-0.986234	0.045470	96.200	0	ground
77.526	-0.809150	-0.793013	-1.220634	0.027613	-0.163516	-0.984828	0.051122	96.839	0	ground
77.545	-0.564140	0.047960	-1.106790	0.025887	-0.172386	-0.983213	0.053905	97.137	0	ground
77.565	-0.241834	0.779020	-1.089424	0.029356	-0.172615	-0.982974	0.055709	97.412	0	ground
77.584	0.008381	0.881411	-1.204007	0.029356	-0.172615	-0.982974	0.055709	97.412	0	ground
77.603	0.098043	0.509741	-1.570427	0.036472	-0.170905	-0.982802	0.059685	98.002	0	ground
77.622	0.104375	0.052671	-1.793840	0.053620	-0.168087	-0.981660	0.072217	99.761	0	ground
77.641	-0.009457	-0.075645	-1.692646	0.053620	-0.168087	-0.981660	0.072217	99.761	0	ground
77.660	-0.054995	0.044254	-1.387384	0.060441	-0.169368	-0.980502	0.079228	100.705	0	ground
77.680	0.064054	-0.231414	-1.582188	0.066268	-0.172997	-0.978866	0.086614	101.689	0	ground
77.699	0.157036	-0.666686	-1.948751	0.071662	-0.177955	-0.976878	0.094367	102.720	0	ground
77.718	0.047423	-1.184664	-1.990314	0.075730	-0.182633	-0.974922	0.102165	103.729	0	ground
77.739	-0.073196	-1.232539	-1.544444	0.077937	-0.186860	-0.972516	0.114985	105.266	0	ground
77.758	-0.311903	-0.828067	-0.806904	0.077937	-0.186860	-0.972516	0.114985	105.266	0	ground
77.776	-0.376856	-0.470673	-0.015427	0.079532	-0.184345	-0.971540	0.125703	106.508	0	ground
77.795	-0.202362	-0.507927	0.228033	0.079532	-0.184345	-0.971540	0.125703	106.508	0	ground
77.814	0.040669	-0.714334	0.449508	0.082908	-0.181701	-0.970960	0.131712	107.258	0	ground
77.834	-0.080012	-0.515279	0.781640	0.085763	-0.177821	-0.969858	0.142830	108.571	148	ground
77.853	-0.601848	0.293596	1.660401	0.085763	-0.177821	-0.969858	0.142830	108.571	0	ground
77.874	-0.858657	1.254088	2.611461	0.079212	-0.181333	-0.968656	0.150164	109.271	0	ground
77.891	-0.655726	1.432649	2.678588	0.079212	-0.181333	-0.968656	0.150164	109.271	0	ground
77.910	-0.254511	0.803231	2.019683	0.085131	-0.183767	-0.965292	0.164903	111.117	0	ground
77.930	0.442891	-0.429731	1.401517	0.085131	-0.183767	-0.965292	0.164903	111.117	0	ground
77.949	0.119849	-0.765210	2.255095	0.088271	-0.182162	-0.963653	0.174352	112.269	0	ground
77.968	-0.547245	0.803282	3.546866	0.086335	-0.180356	-0.962944	0.180989	112.971	0	ground
77.988	-0.190472	2.450365	2.624731	0.084481	-0.179426	-0.962666	0.184238	113.293	0	ground
78.008	0.782429	2.348808	-0.133578	0.087948	-0.180270	-0.961570	0.187483	113.757	0	ground
78.026	2.107005	1.333689	-2.398588	0.104381	-0.181420	-0.957080	0.200472	115.689	0	ground
78.045	2.580027	0.741658	-2.775684	0.107496	-0.179774	-0.955308	0.208596	116.700	0	ground
78.064	2.028846	0.600095	-1.730439	0.107496	-0.179774	-0.955308	0.208596	116.700	0	ground
78.083	0.549775	1.220602	0.322359	0.103509	-0.178247	-0.954635	0.214910	117.312	0	ground
78.103	-0.434711	2.192054	1.687277	0.095204	-0.177542	-0.954848	0.218360	117.489	0	ground
78.122	-0.549204	2.764717	1.521645	0.089244	-0.174908	-0.954720	0.223502	117.918	0	ground
78.141	-0.352522	2.577367	0.164096	0.089244	-0.174908	-0.954720	0.223502	117.918	0	ground
78.160	0.355392	1.867642	-1.520228	0.104042	-0.167781	-0.951832	0.234606	119.546	0	ground
78.180	0.977979	1.227626	-2.489767	0.104042	-0.167781	-0.951832	0.234606	119.546	0	ground
78.199	0.502445	0.816723	-2.238335	0.111362	-0.164394	-0.949749	0.241970	120.575	0	ground
78.219	0.105814	0.283207	-1.463515	0.116079	-0.163077	-0.947551	0.249155	121.533	0	ground
78.238	0.398173	0.051069	-1.583467	0.120602	-0.163457	-0.945365	0.254993	122.344	0	ground
78.256	0.863970	0.244693	-2.205178	0.126472	-0.163757	-0.943389	0.259242	123.010	0	ground
78.276	0.759851	0.487744	-2.290883	0.132581	-0.162307	-0.941814	0.262801	123.592	0	ground
78.295	0.297444	0.481706	-1.716064	0.137501	-0.159465	-0.940590	0.266375	124.133	0	ground
78.314	0.430884	0.442337	-1.842220	0.140580	-0.157398	-0.939591	0.269502	124.575	0	ground
78.333	0.354488	0.231349	-2.381705	0.139933	-0.157799	-0.938444	0.273571	125.041	0	ground
78.353	-0.493370	0.055435	-1.442765	0.139933	-0.157799	-0.938444	0.273571	125.041	0	ground
78.372	-0.895610	0.118948	-0.728105	0.137631	-0.157591	-0.938600	0.274323	125.060	0	ground
78.391	-0.508548	0.554764	-1.310890	0.138108	-0.157366	-0.938674	0.273960	125.029	0	down
78.410	-0.064594	0.773262	-2.611133	0.141437	-0.157884	-0.938266	0.273359	125.061	0	down
78.429	0.604796	0.532901	-3.892643	0.146136	-0.159237	-0.937189	0.273795	125.268	0	down
78.449	0.846650	0.131967	-4.580042	0.150490	-0.161724	-0.934771	0.278211	125.951	0	down
78.468	0.549833	0.230939	-3.643388	0.150490	-0.161724	-0.934771	0.278211	125.951	0	down
78.488	0.442278	0.141927	-2.271189	0.147957	-0.162003	-0.932868	0.285695	126.763	0	down
78.506	0.513848	0.325961	-1.126459	0.147957	-0.162003	-0.932868	0.285695	126.763	0	down
78.526	0.990450	0.274232	-0.754648	0.147715	-0.163050	-0.931338	0.290181	127.298	0	down
78.545	1.393190	-0.213385	-0.567731	0.148234	-0.164408	-0.929367	0.295421	127.951	0	down
78.564	1.231596	-0.434455	0.805160	0.146954	-0.165706	-0.927758	0.300352	128.509	0	down
78.583	0.224661	0.326028	3.519151	0.136009	-0.167374	-0.927301	0.305943	128.846	149	down
78.602	-1.095266	0.991658	5.392772	0.132732	-0.167687	-0.927238	0.307396	128.921	0	down
78.622	-1.227851	1.012880	5.180703	0.133412	-0.166690	-0.926849	0.308815	129.104	0	down
78.641	-0.822929	0.805444	4.454158	0.135665	-0.163809	-0.926400	0.310716	129.378	0	down
78.660	-0.660511	0.689741	4.126550	0.135665	-0.163809	-0.926400	0.310716	129.378	0	down
78.679	-0.608131	0.429644	4.037344	0.137438	-0.159397	-0.926042	0.313289	129.707	0	down
78.699	-0.609829	0.113285	3.497075	0.136114	-0.151223	-0.925723	0.318812	130.268	0	down
78.718	-0.848364	0.006107	2.942168	0.136114	-0.151223	-0.925723	0.318812	130.268	0	down
78.738	-1.093877	-0.257368	2.449587	0.132189	-0.148370	-0.926030	0.320906	130.384	0	down
78.756	-1.229683	-0.620552	1.759681	0.127215	-0.145465	-0.926712	0.322275	130.387	0	down
78.775	-1.590410	-1.091635	1.171218	0.121871	-0.141959	-0.927750	0.322916	130.295	0	down
78.795	-1.827193	-1.199859	0.612953	0.112319	-0.135331	-0.930440	0.321482	129.834	0	down
78.814	-1.551359	-1.237285	-0.401284	0.112319	-0.135331	-0.930440	0.321482	129.834	0	down
78.833	-1.139673	-1.463325	-1.470028	0.109253	-0.133526	-0.931805	0.319334	129.489	0	down
78.853	-0.993981	-1.292393	-2.127854	0.106531	-0.132287	-0.933363	0.316205	129.041	0	down
78.872	-1.128256	-0.879270	-2.347739	0.103947	-0.130612	-0.935110	0.312578	128.535	0	down
78.892	-1.335187	-0.485408	-2.531650	0.102101	-0.128552	-0.936660	0.309384	128.098	0	down
78.910	-0.901481	-0.423547	-3.322210	0.102212	-0.127512	-0.937541	0.307100	127.822	0	down
78.930	-0.141569	-0.634013	-4.273039	0.104343	-0.128558	-0.937699	0.305460	127.680	0	down
78.948	0.173958	-0.893298	-4.607431	0.106524	-0.131787	-0.937592	0.303653	127.534	0	down
78.968	0.095251	-0.821264	-4.274798	0.107053	-0.136567	-0.937739	0.300891	127.245	0	down
78.988	-0.047502	-0.148266	-3.720316	0.105699	-0.141784	-0.938498	0.296559	126.726	0	down
79.006	-0.201197	0.159262	-3.359635	0.103810	-0.146417	-0.939552	0.291594	126.115	0	down
79.026	-0.100606	-0.159294	-3.203545	0.102549	-0.149669	-0.940464	0.287420	125.606	0	down
79.044	0.363688	-0.043390	-2.343794	0.101884	-0.150091	-0.941575	0.283777	125.161	0	down
79.064	0.008387	0.564290	-0.300748	0.098572	-0.148040	-0.943311	0.280235	124.650	0	down
79.083	-1.108418	1.332356	1.253042	0.084557	-0.146365	-0.947301	0.272117	123.359	0	down
79.102	-1.189530	1.631447	1.901742	0.084557	-0.146365	-0.947301	0.272117	123.359	0	down
79.121	-0.668687	0.433578	1.271806	0.082834	-0.147727	-0.947903	0.269804	123.054	150	down
79.141	0.295243	-0.657301	1.194956	0.084443	-0.149231	-0.947719	0.269123	123.016	0	down
79.160	0.822301	-0.394290	2.478739	0.079663	-0.148600	-0.949358	0.265124	122.436	0	down
79.179	0.618526	0.743748	3.704105	0.079663	-0.148600	-0.949358	0.265124	122.436	0	down
79.198	0.618035	1.385982	4.278522	0.074238	-0.146749	-0.951252	0.260909	121.817	0	down
79.218	1.014554	1.300119	4.771822	0.064637	-0.141181	-0.955167	0.252084	120.568	0	down
79.238	0.980214	1.013714	5.298994	0.064637	-0.141181	-0.955167	0.252084	120.568	0	down
79.256	0.633163	0.767328	4.982696	0.059909	-0.137576	-0.956946	0.248469	120.043	0	down
79.276	0.497311	0.476806	3.688170	0.056546	-0.129208	-0.960034	0.241747	119.174	0	down
79.295	0.724686	0.220780	2.299543	0.056546	-0.129208	-0.960034	0.241747	119.174	0	down
79.314	0.932065	-0.014054	1.365937	0.056654	-0.124875	-0.961352	0.238743	118.813	0	down
79.333	0.850746	-0.177656	0.898791	0.056309	-0.120906	-0.962447	0.236448	118.528	0	down
79.352	0.658469	-0.134183	0.205179	0.056108	-0.117794	-0.963240	0.234830	118.327	0	down
79.372	0.571514	-0.242127	-1.067084	0.057144	-0.116095	-0.963630	0.233826	118.221	0	down
79.391	0.557202	-0.650339	-2.493110	0.059462	-0.116106	-0.963596	0.233380	118.208	0	down
79.410	0.677948	-0.588890	-3.419753	0.062973	-0.118871	-0.963707	0.230592	117.950	0	down
79.430	0.719082	-0.066291	-3.830210	0.062973	-0.118871	-0.963707	0.230592	117.950	0	down
79.448	0.585438	0.395585	-4.013510	0.062824	-0.122331	-0.964184	0.226799	117.516	0	down
79.468	0.486968	0.671725	-3.991483	0.062824	-0.122331	-0.964184	0.226799	117.516	0	down
79.488	0.483926	0.708673	-4.390525	0.064017	-0.124318	-0.964109	0.225700	117.416	0	down
79.506	0.618963	0.268757	-5.180687	0.067164	-0.126526	-0.963696	0.225324	117.437	0	down
79.525	0.785516	-0.185596	-5.673187	0.070983	-0.128953	-0.963052	0.225530	117.542	0	down
79.544	0.838246	-0.217915	-5.184039	0.073597	-0.131249	-0.962639	0.225131	117.555	0	down
79.564	0.671225	0.060207	-4.034637	0.074161	-0.132957	-0.962731	0.223543	117.388	0	down
79.583	0.569395	0.368632	-3.044885	0.073739	-0.133903	-0.963229	0.220958	117.083	0	down
79.602	0.835490	0.628480	-2.400409	0.074436	-0.133777	-0.963905	0.217829	116.731	0	down
79.622	0.592996	0.961758	-1.446870	0.074962	-0.132441	-0.964797	0.214490	116.346	0	down
79.641	-0.104552	1.328594	0.822335	0.071302	-0.129831	-0.966190	0.211035	115.862	0	down
79.660	-0.528602	1.349316	4.285199	0.061871	-0.125779	-0.968207	0.207187	115.225	0	down
79.679	-1.077315	1.682907	6.986623	0.050637	-0.120562	-0.970274	0.203640	114.606	151	down
79.698	-1.235233	1.755896	7.274367	0.043984	-0.114568	-0.971695	0.201864	114.281	0	down
79.718	-1.269988	0.838336	5.017603	0.045558	-0.107631	-0.972185	0.202968	114.417	0	down
79.737	-1.762506	-0.827353	2.959049	0.052209	-0.099504	-0.972020	0.206278	114.875	0	down
79.758	-1.393895	-1.537406	3.918311	0.048269	-0.078416	-0.973857	0.207662	114.916	0	down
79.775	-0.861277	-0.254160	6.427429	0.048269	-0.078416	-0.973857	0.207662	114.916	0	down
79.794	-0.959403	0.912295	7.521160	0.036788	-0.067661	-0.975647	0.205381	114.497	0	down
79.814	-1.093967	0.890422	6.727491	0.027826	-0.059618	-0.976722	0.204169	114.259	0	down
79.833	-0.799929	-0.054656	5.075383	0.024259	-0.055325	-0.976990	0.204549	114.269	0	down
79.852	-0.502417	-0.939818	3.414112	0.024655	-0.054406	-0.976699	0.206133	114.456	0	down
79.872	-0.230375	-1.225130	1.799460	0.027525	-0.055829	-0.976148	0.207993	114.697	0	down
79.891	-0.032079	-1.023055	0.353933	0.031629	-0.058921	-0.975548	0.209365	114.897	0	down
79.910	0.064762	-0.711797	-1.017260	0.036653	-0.063348	-0.974905	0.210246	115.054	0	down
79.929	0.179746	-0.614320	-2.433191	0.042796	-0.068770	-0.974075	0.211228	115.243	0	down
79.948	0.272501	-0.637201	-3.516799	0.049226	-0.074840	-0.973016	0.212639	115.498	0	down
79.968	0.229138	-0.649079	-4.079016	0.054660	-0.081355	-0.971823	0.214366	115.789	0	down
79.987	0.117135	-0.535802	-4.313227	0.058741	-0.088273	-0.970600	0.216085	116.071	0	down
80.006	0.054420	-0.214933	-4.528009	0.062402	-0.095419	-0.969416	0.217332	116.298	0	down
80.025	0.079550	0.220949	-4.908058	0.066685	-0.102253	-0.968279	0.218020	116.474	0	down
80.044	0.275353	0.567617	-5.290141	0.076061	-0.113083	-0.965984	0.219779	116.888	0	down
80.063	0.397064	0.742290	-5.353698	0.076061	-0.113083	-0.965984	0.219779	116.888	0	down
80.082	0.220108	0.384363	-4.778511	0.079808	-0.116467	-0.964665	0.222456	117.287	0	down
80.102	-0.363029	0.029610	-4.194578	0.082218	-0.119210	-0.963255	0.226204	117.786	0	down
80.121	-0.869829	0.004695	-3.630413	0.083295	-0.121733	-0.962056	0.229546	118.212	0	down
80.141	-1.351532	0.313023	-2.565584	0.082644	-0.123229	-0.961456	0.231488	118.435	0	down
80.159	-1.939927	0.616620	-0.919086	0.079767	-0.123160	-0.961430	0.232641	118.514	0	down
80.179	-1.834593	0.533664	0.291790	0.077812	-0.118752	-0.960934	0.237590	119.035	0	down
80.199	-1.449626	0.151294	0.595951	0.077812	-0.118752	-0.960934	0.237590	119.035	0	down
80.218	-0.787858	-0.375560	0.318740	0.081223	-0.115636	-0.960264	0.240673	119.445	0	down
80.237	-0.110180	-0.578381	0.979214	0.081178	-0.108391	-0.960329	0.243784	119.772	152	down
80.256	-0.093646	-0.068756	3.074063	0.072701	-0.104814	-0.961451	0.243600	119.585	0	down
80.275	-0.718823	0.370854	5.603071	0.062201	-0.103000	-0.962582	0.242814	119.314	0	down
80.294	-1.343266	0.189052	7.165269	0.062201	-0.103000	-0.962582	0.242814	119.314	0	down
80.313	-1.053219	0.090358	7.030371	0.051365	-0.103986	-0.964784	0.236094	118.363	0	down
80.333	-0.510025	0.232197	5.913173	0.050744	-0.103490	-0.966169	0.230721	117.723	0	down
